시군명,학교구분명,공사립구분명,시설명,전화번호,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
남양주시,중학교,공립,도농중학교,031-555-4084,경기도 남양주시 다산동 4002-40번지 도농중학교,경기도 남양주시 미금로 234,12251,37.6106141924,127.1635911131
남양주시,중학교,공립,미금중학교,031-562-9761,경기도 남양주시 다산동 3526번지,경기도 남양주시 미금로 140,12250,37.6149717611,127.1592285854
남양주시,중학교,공립,오남중학교,031-574-1984,경기도 남양주시 오남읍 양지리 49번지,경기도 남양주시 오남읍 진건오남로808번길 34,12036,37.7012143014,127.2053676281
남양주시,중학교,공립,장내중학교,031-559-4362,경기도 남양주시 평내동 569번지 장내중학교,경기도 남양주시 평내로 37,12225,37.6425557376,127.2330583301
남양주시,중학교,공립,진접중학교,031-529-6107,경기도 남양주시 진접읍 장현리 15-1번지 진접중학교,경기도 남양주시 진접읍 금강로 1641-1,12002,37.7363803801,127.1935514840
남양주시,초등학교,공립,부평초등학교,031-571-0094,경기도 남양주시 진접읍 부평리 761번지 부평초등학교,경기도 남양주시 진접읍 부평로48번길 27,12022,37.7374307163,127.2013026763
남양주시,중학교,공립,양오중학교,031-574-0652,경기도 남양주시 오남읍 양지리 616-2번지 양오중학교,경기도 남양주시 오남읍 양지로 261-31,12047,37.6969909081,127.1932804954
남양주시,초등학교,공립,가양초등학교,031-591-6064,경기도 남양주시 수동면 수산리 12-2번지 가양초등학교,경기도 남양주시 수동면 비룡로1243번길 7,12026,37.7327709051,127.2934382029
남양주시,고등학교,공립,호평고등학교,031-590-1723,경기도 남양주시 호평동 677번지 호평고등학교,경기도 남양주시 호평로 109,12146,37.6569132129,127.2527192514
남양주시,고등학교,사립,광동고등학교,031-570-6600,경기도 남양주시 진접읍 장현리 603-5번지,경기도 남양주시 진접읍 장현로광동1길 10,12015,37.7160178119,127.1766684529
남양주시,고등학교,사립,동화고등학교,031-563-2580,경기도 남양주시 다산동 4106번지 동화고등학교,경기도 남양주시 경춘로 434,12259,37.6070297801,127.1625075293
남양주시,초등학교,공립,남양주덕송초등학교,031-528-0762,경기도 남양주시 별내동 813번지 남양주덕송초등학교 본관동,경기도 남양주시 별내3로 356,12097,37.6690253175,127.1159878592
남양주시,초등학교,공립,남양주도곡초등학교,031-521-5300,경기도 남양주시 와부읍 도곡리 산46-7번지,경기도 남양주시 와부읍 덕소로 179,12271,37.5795068675,127.2180338785
남양주시,초등학교,공립,남양주동곡초등학교,031-595-8204,경기도 남양주시 금곡동 624번지 남양주동곡초등학교,경기도 남양주시 홍유릉로248번길 56,12239,37.6284999257,127.2038334860
남양주시,초등학교,공립,남양주미금초등학교,031-551-7784,경기도 남양주시 다산동 4028-14번지 미금초등학교,경기도 남양주시 미금로56번길 32-13,12255,37.6088695166,127.1543459539
남양주시,초등학교,공립,남양주백봉초등학교,031-595-1630,경기도 남양주시 평내동 607번지 백봉초등학교,경기도 남양주시 의안로 158,12227,37.6436653562,127.2414123458
남양주시,초등학교,공립,남양주송라초등학교,031-595-9274,경기도 남양주시 화도읍 마석우리 590번지 남양주송라초등학교,경기도 남양주시 화도읍 마석로45번길 33,12174,37.6541416993,127.3016079826
남양주시,초등학교,공립,남양주신촌초등학교,031-511-6315,경기도 남양주시 평내동 600번지,경기도 남양주시 평내로 122,12226,37.6453085785,127.2396953233
남양주시,초등학교,공립,남양주양정초등학교,031-551-2051,경기도 남양주시 다산동 3099-43번지 남양주양정초등학교,경기도 남양주시 경춘로 468-33,12257,37.6088358103,127.1661128168
남양주시,초등학교,공립,남양주월문초등학교,031-576-2786,경기도 남양주시 와부읍 월문리 269-1번지 남양주월문초등학교,경기도 남양주시 와부읍 수레로 519,12202,37.6091422509,127.2617781593
남양주시,초등학교,공립,답내초등학교,031-593-0565,경기도 남양주시 화도읍 답내리 270-2번지 답내초등학교,경기도 남양주시 화도읍 경춘로2347번길 44-7,12188,37.6622521632,127.3472344297
남양주시,초등학교,공립,도농초등학교,031-558-0252,경기도 남양주시 다산동 4002-6번지 도농초등학교,경기도 남양주시 도농로 72,12251,37.6120550860,127.1573424078
남양주시,초등학교,공립,도심초등학교,031-521-9827,경기도 남양주시 와부읍 도곡리 1051-7번지 도심초등학교,경기도 남양주시 와부읍 석실로 45,12269,37.5800656053,127.2276355898
남양주시,초등학교,공립,마석초등학교,031-593-0008,경기도 남양주시 화도읍 창현리 517-1번지 마석초등학교,경기도 남양주시 화도읍 수레로 1234-52,12185,37.6492234630,127.3047383984
동두천시,중학교,공립,송내중앙중학교,031-859-6317,경기도 동두천시 송내동 665번지 송내중앙중학교,경기도 동두천시 중앙로 78,11351,37.8880541033,127.0524231549
동두천시,고등학교,사립,신흥고등학교,031-865-3169,경기도 동두천시 안흥동 36번지,경기도 동두천시 신천로 159,11304,37.9300754484,127.0475148636
동두천시,초등학교,공립,동두천송내초등학교,031-858-7185,경기도 동두천시 송내동 665-4번지 동두천송내초등학교,경기도 동두천시 중앙로 52,11351,37.8858018130,127.0523193384
동두천시,초등학교,공립,동보초등학교,031-863-2600,경기도 동두천시 동두천동 213번지,경기도 동두천시 강변로640번길 31,11305,37.9242447601,127.0517650121
동두천시,초등학교,공립,사동초등학교,031-865-2710,경기도 동두천시 생연동 783번지 사동초등학교,경기도 동두천시 생연로 65,11342,37.8981372489,127.0481777416
동두천시,초등학교,공립,소요초등학교,031-865-9272,경기도 동두천시 상봉암동 237-2번지 소요초등학교,경기도 동두천시 봉동로 64,11301,37.9483254622,127.0542270495
동두천시,초등학교,공립,탑동초등학교,031-867-2592,경기도 동두천시 탑동동 395-1번지 탑동초등학교,경기도 동두천시 탑신로 61,11322,37.8913547193,127.1038104975
동두천시,중학교,사립,동두천여자중학교,031-860-7400,경기도 동두천시 생연동 산43-1번지 동두천여자중학교,경기도 동두천시 평화로2452번길 31,11314,37.9067175429,127.0608955053
동두천시,중학교,사립,신흥중학교,031-865-2192,경기도 동두천시 안흥동 36번지 신흥중학교,경기도 동두천시 신천로 159,11304,37.9300754484,127.0475148636
동두천시,고등학교,사립,한국문화영상고등학교,031-860-7300,경기도 동두천시 생연동 산43-2번지 한국문화영상고등학교 (생연동),경기도 동두천시 평화로2452번길 32,11314,37.9057178612,127.0601783726
동두천시,초등학교,공립,동두천신천초등학교,031-858-8968,경기도 동두천시 지행동 685번지 동두천신천초등학교,경기도 동두천시 생연로9번길 20,11348,37.8939931013,127.0478114013
동두천시,초등학교,공립,동두천초등학교,031-864-2007,경기도 동두천시 생연동 469-2번지 동두천초등학교,경기도 동두천시 평화로2460번길 4,11314,37.9077453060,127.0594522059
동두천시,초등학교,공립,보산초등학교,031-865-2643,경기도 동두천시 생연동 160-14번지 보산초등학교,경기도 동두천시 중앙로 427,11309,37.9144640483,127.0638469218
동두천시,초등학교,공립,생연초등학교,031-864-2712,경기도 동두천시 생연동 411번지 생연초등학교,경기도 동두천시 생골로 19,11317,37.9008532530,127.0593104930
동두천시,초등학교,공립,이담초등학교,031-859-9758,경기도 동두천시 지행동 717-7번지 이담초등학교,경기도 동두천시 이담로 21,11349,37.8893881060,127.0509234605
동두천시,초등학교,공립,지행초등학교,031-862-0871,경기도 동두천시 지행동 322-10번지 지행초등학교,경기도 동두천시 행선로 40,11364,37.8916356436,127.0615089349
동두천시,중학교,공립,생연중학교,031-857-9972,경기도 동두천시 생연동 714-4번지,경기도 동두천시 생연로 46,11344,37.8964970113,127.0495637772
동두천시,중학교,사립,동두천중학교,031-860-1305,경기도 동두천시 생연동 451번지 동두천중학교,경기도 동두천시 평화로2434번길 8,11314,37.9046644936,127.0586766579
동두천시,중학교,사립,보영여자중학교,031-865-2670,경기도 동두천시 생연동 522-1번지 보영여자중학교,경기도 동두천시 동광로 124,11313,37.9112132105,127.0608421774
동두천시,고등학교,공립,동두천외국어고등학교,031-864-9906,경기도 동두천시 지행동 310-1번지 동두천외국어고등학교,경기도 동두천시 지행로 145,11361,37.8928870139,127.0633402762
동두천시,고등학교,공립,동두천중앙고등학교,031-860-1200,경기도 동두천시 지행동 340-2번지,경기도 동두천시 평화로 2280,11363,37.8910517022,127.0580638629
동두천시,고등학교,사립,동두천고등학교,031-860-1300,경기도 동두천시 생연동 451번지 동두천고등학교,경기도 동두천시 평화로2434번길 8,11314,37.9046644936,127.0586766579
동두천시,고등학교,사립,보영여자고등학교,031-863-8337,경기도 동두천시 생연동 522-1번지 보영여자고등학교,경기도 동두천시 동광로 124,11313,37.9112132105,127.0608421774
부천시,중학교,공립,중흥중학교,070-7099-0365,경기도 부천시 중동 1053-1번지 중흥중학교,경기도 부천시 신흥로 245,14539,37.5060694704,126.7743579865
부천시,고등학교,공립,경기국제통상고등학교,032-320-6209,경기도 부천시 중동 1171-1번지 경기국제통상고등학교,경기도 부천시 석천로 141,14583,37.5000067881,126.7612695917
부천시,중학교,공립,내동중학교,070-7099-4928,경기도 부천시 내동 27번지,경기도 부천시 삼작로108번길 53,14493,37.5178988668,126.7740504426
부천시,고등학교,공립,원종고등학교,032-222-5807,경기도 부천시 원종동 128-1번지 원종고등학교,경기도 부천시 소사로807번길 68,14426,37.5279207827,126.8003225411
부천시,고등학교,공립,부명고등학교,032-324-0164,경기도 부천시 중동 1173번지 부명고등학교,경기도 부천시 석천로 127,14586,37.4987087908,126.7609910593
부천시,고등학교,공립,상일고등학교,070-7094-1800,경기도 부천시 상동 572-2번지,경기도 부천시 부흥로 13,14592,37.4978428194,126.7435223021
부천시,초등학교,공립,도당초등학교,070-7099-8608,경기도 부천시 도당동 106번지 도당초등학교,경기도 부천시 삼작로268번길 21,14483,37.5191753357,126.7918284927
부천시,초등학교,공립,동곡초등학교,070-7096-6102,경기도 부천시 역곡동 227번지,경기도 부천시 안곡로 248,14665,37.4902599351,126.8171025700
부천시,초등학교,공립,범박초등학교,070-701-3288,경기도 부천시 범박동 47-1번지 범박초등학교,경기도 부천시 범박로 1,14783,37.4701022466,126.8099629463
부천시,초등학교,공립,부천남초등학교,070-7015-1973,경기도 부천시 심곡본동 731번지 부천남초등학교,경기도 부천시 성주로270번길 16-1,14750,37.4815423602,126.7827426104
부천시,초등학교,공립,부천덕산초등학교대장분교장,070-7099-5804,경기도 부천시 대장동 196-1번지,경기도 부천시 대장로 92,14400,37.5419777196,126.7909382305
부천시,초등학교,공립,부천부곡초등학교,070-709-5668,경기도 부천시 중동 1211번지 부천부곡초등학교,경기도 부천시 부흥로272번길 31,14611,37.4933992164,126.7731640472
부천시,초등학교,공립,부천북초등학교,070-7099-3917,경기도 부천시 원미동 99-1번지 부천북초등학교,경기도 부천시 원미로131번길 35,14568,37.4936811527,126.7889602160
부천시,초등학교,공립,부천서초등학교,070-709-9890,경기도 부천시 중동 815번지 부천서초등학교,경기도 부천시 부일로330번길 30,14626,37.4871229277,126.7658790513
부천시,초등학교,공립,부천신흥초등학교,070-7096-7005,경기도 부천시 도당동 265-2번지 부천신흥초등학교,경기도 부천시 길주로391번길 71,14525,37.5065934002,126.7846030433
부천시,초등학교,공립,부천여월초등학교,070-7096-7505,경기도 부천시 여월동 5-3번지,경기도 부천시 성곡로 63,14484,37.5190057384,126.7978467674
부천시,초등학교,공립,부천일신초등학교,070-709-9470,경기도 부천시 범박동 153-8번지 부천일신초등학교,경기도 부천시 범안로96번길 26,14776,37.4734585248,126.8072637818
부천시,초등학교,공립,부천초등학교,070-7099-6806,경기도 부천시 약대동 30번지,경기도 부천시 평천로 670,14512,37.5144573904,126.7650800507
부천시,초등학교,공립,상동초등학교,032-322-8316,경기도 부천시 상동 391-1번지 상동초등학교,경기도 부천시 부흥로 70,14596,37.4965146176,126.7501082942
부천시,초등학교,공립,상원초등학교,032-321-3452,경기도 부천시 상동 570-7번지 상원초등학교,경기도 부천시 부흥로 93,14590,37.4979270776,126.7533603698
부천시,초등학교,공립,성주초등학교,070-7099-3798,경기도 부천시 송내동 486번지 성주초등학교,경기도 부천시 성주로 118,14746,37.4789032354,126.7690818851
부천시,초등학교,공립,소일초등학교,070-7099-8405,경기도 부천시 소사본동 401-1번지 소일초등학교,경기도 부천시 소사로102번길 78,14774,37.4688196805,126.8026524996
부천시,초등학교,공립,송내초등학교,070-7099-3567,경기도 부천시 상동 430번지 송내초등학교,경기도 부천시 석천로 27,14622,37.4902627880,126.7591865134
부천시,초등학교,공립,심곡초등학교,070-7099-9808,경기도 부천시 심곡동 300번지 심곡초등학교,경기도 부천시 장말로 309,14612,37.4916754781,126.7763580474
부천시,초등학교,공립,오정초등학교,070-7099-9704,경기도 부천시 원종동 247번지 오정초등학교,경기도 부천시 소사로794번길 48,14419,37.5272840456,126.8074287639
부천시,초등학교,공립,옥길산들초등학교,070-7016-3292,경기도 부천시 옥길동 770번지 옥길산들초등학교,경기도 부천시 옥길로 31,14789,37.4623190493,126.8164596249
부천시,초등학교,공립,원종초등학교,070-7099-3807,경기도 부천시 원종동 368번지 원종초등학교,경기도 부천시 삼작로410번길 38,14473,37.5180381999,126.8064009115
부천시,초등학교,공립,중흥초등학교,070-7095-9073,경기도 부천시 중동 1053번지 중흥초등학교,경기도 부천시 계남로 214,14539,37.5062563080,126.7731359672
부천시,중학교,공립,계남중학교,070-709-6690,경기도 부천시 중동 1184-5번지 계남중학교,경기도 부천시 조마루로 274,14581,37.4970399276,126.7735260708
부천시,중학교,공립,도당중학교,070-7099-4529,경기도 부천시 도당동 36번지 도당중학교,경기도 부천시 평천로849번길 58,14480,37.5169491506,126.7864392546
부천시,중학교,공립,부인중학교,070-7099-5004,경기도 부천시 상동 398번지 부인중학교,경기도 부천시 상일로 62,14598,37.4908712953,126.7486573507
부천시,고등학교,공립,부천북고등학교,032-221-6823,경기도 부천시 도당동 54번지 부천북고등학교,경기도 부천시 삼작로256번길 40,14481,37.5182062163,126.7890146519
부천시,고등학교,공립,상동고등학교,032-220-5005,경기도 부천시 상동 620-1번지 상동고등학교,경기도 부천시 상이로 22,14594,37.4909260045,126.7448013409
부천시,고등학교,공립,소사고등학교,032-720-7106,경기도 부천시 소사본동 401-8번지,경기도 부천시 소사로78번길 22,14774,37.4652382283,126.8000170217
부천시,고등학교,공립,수주고등학교,032-677-2322,경기도 부천시 고강동 275-11번지,경기도 부천시 역곡로 531,14403,37.5319817495,126.8151776429
부천시,고등학교,공립,원미고등학교,032-722-6200,경기도 부천시 중동 1098번지 원미고등학교,경기도 부천시 옥산로 48,14575,37.4978135093,126.7823216774
부천시,고등학교,공립,중흥고등학교,032-722-3107,경기도 부천시 중동 1040-4번지 중흥고등학교,경기도 부천시 계남로 171,14536,37.5081486125,126.7686627159
부천시,고등학교,사립,시온고등학교,032-340-0106,경기도 부천시 범박동 산18-2번지,경기도 부천시 은성로 172-20,14773,37.4712124238,126.8056870130
부천시,중학교,공립,부천중학교,070-7099-5122,경기도 부천시 중동 777번지 부천중학교,경기도 부천시 심중로75번길 64,14613,37.4910404824,126.7695189724
부천시,중학교,공립,상동중학교,070-709-9519,경기도 부천시 상동 572-3번지 상동중학교,경기도 부천시 부흥로 19,14592,37.4979001708,126.7450261281
부천시,중학교,공립,성곡중학교,070-7099-9907,경기도 부천시 작동 48번지,경기도 부천시 삼작로496번길 10-25,14470,37.5176742410,126.8152926658
부천시,중학교,공립,소사중학교,032-347-5083,경기도 부천시 소사본동 401번지,경기도 부천시 소사로102번길 80,14774,37.4697378489,126.8021526649
부천시,중학교,공립,심원중학교,070-709-9528,경기도 부천시 중동 1097-1번지,경기도 부천시 계남로 352,14551,37.4995353429,126.7828255051
부천시,중학교,공립,원미중학교,070-7099-9554,경기도 부천시 원미동 13번지,경기도 부천시 원미로182번길 15,14561,37.4990152144,126.7941017367
부천시,초등학교,공립,고강초등학교,070-709-9017,경기도 부천시 고강동 384번지 고강초등학교,경기도 부천시 역곡로482번길 57,14408,37.5268171192,126.8196591526
부천시,고등학교,공립,계남고등학교,032-322-9174,경기도 부천시 중동 1185-1번지 계남고등학교,경기도 부천시 부흥로 261,14581,37.4957297938,126.7716303111
부천시,고등학교,공립,덕산고등학교,070-790-4150,경기도 부천시 오정동 111-4번지 덕산고등학교,경기도 부천시 오정로266번길 69,14434,37.5304792834,126.7899073120
부천시,고등학교,공립,도당고등학교,032-680-8515,경기도 부천시 도당동 64번지,경기도 부천시 삼작로256번길 53-3,14481,37.5184251263,126.7904958415
부천시,고등학교,공립,범박고등학교,032-340-6605,경기도 부천시 범박동 113-70번지 범박고등학교,경기도 부천시 범박로 27-1,14783,37.4674920134,126.8115974135
부천시,고등학교,공립,부천고등학교,032-665-5154,경기도 부천시 송내동 437번지 부천고등학교,경기도 부천시 경인로92번길 70,14733,37.4800956294,126.7661047512
부천시,고등학교,공립,부천공업고등학교,032-610-7488,경기도 부천시 소사구 경인로120번길(송내동 455) ,,,,
부천시,고등학교,공립,부천여자고등학교,032-249-0604,경기도 부천시 상동 314번지,경기도 부천시 석천로16번길 37,14621,37.4893757082,126.7615752085
부천시,고등학교,공립,부천정보산업고등학교,032-322-2169,경기도 부천시 상동 391번지,경기도 부천시 신상로 94,14596,37.4965389062,126.7488303801
부천시,고등학교,공립,상원고등학교,070-4311-3008,경기도 부천시 상동 570-8번지 상원고등학교,경기도 부천시 상동로 10,14590,37.4980148062,126.7522405390
부천시,고등학교,공립,송내고등학교,032-650-0406,경기도 부천시 송내동 695번지,경기도 부천시 서촌로20번길 13,14741,37.4865937429,126.7454946494
부천시,고등학교,공립,심원고등학교,032-320-9215,경기도 부천시 중동 1074-1번지 심원고등학교,경기도 부천시 계남로 284,14534,37.5042588731,126.7792717935
부천시,고등학교,공립,역곡고등학교,032-340-6105,경기도 부천시 역곡동 200-10번지,경기도 부천시 안곡로 322,14657,37.4919600661,126.8097710525
부천시,고등학교,공립,중원고등학교,032-320-5907,경기도 부천시 중동 1025번지 중원고등학교,경기도 부천시 도약로 111,14510,37.5119274570,126.7615478677
부천시,고등학교,사립,경기경영고등학교,032-652-1701,경기도 부천시 심곡본동 768-9번지,경기도 부천시 심곡로 100,14747,37.4748733108,126.7724068008
부천시,고등학교,사립,소명여자고등학교,070-7099-5555,경기도 부천시 소사동 2-7번지,경기도 부천시 부일로571번길 84,14647,37.4873422671,126.7912396667
부천시,고등학교,사립,정명고등학교,032-653-0181,경기도 부천시 심곡본동 768-9번지 정명고등학교,경기도 부천시 심곡로 100,14747,37.4748733108,126.7724068008
부천시,중학교,공립,부천여자중학교,070-7099-8425,경기도 부천시 송내동 414번지,경기도 부천시 성주로23번길 22,14732,37.4810135277,126.7611046415
부천시,중학교,공립,부천일신중학교,070-7099-8705,경기도 부천시 범박동 153-7번지 부천일신중학교,경기도 부천시 범안로96번길 44,14776,37.4730690331,126.8060212772
부천시,중학교,공립,상도중학교,070-7099-4505,경기도 부천시 상동 418-1번지 상도중학교,경기도 부천시 장말로 159,14600,37.4939859561,126.7601921250
부천시,중학교,공립,상일중학교,070-7099-0806,경기도 부천시 상동 550-4번지 상일중학교,경기도 부천시 조마루로 69,14587,37.5013467669,126.7514377738
부천시,중학교,공립,석천중학교,070-7096-7345,경기도 부천시 상동 526-7번지,경기도 부천시 계남로 71,14507,37.5096746082,126.7569970969
부천시,중학교,공립,성주중학교,070-709-9882,경기도 부천시 송내동 418번지 성주중학교,경기도 부천시 성주로 24,14744,37.4805962195,126.7597153666
부천시,중학교,공립,수주중학교,070-7013-2507,경기도 부천시 고강동 277-2번지 수주중학교,경기도 부천시 역곡로 524,14404,37.5312273944,126.8167407960
부천시,중학교,공립,역곡중학교,032-341-6513,경기도 부천시 역곡동 101번지 역곡중학교,경기도 부천시 역곡로58번길 27,14666,37.4910422192,126.8104857837
부천시,중학교,공립,옥길중학교,070-7013-9105,경기도 부천시 옥길동 740-1번지,경기도 부천시 양지로 234-41,14786,37.4635422446,126.8267991008
부천시,중학교,공립,중원중학교,070-5161-9303,경기도 부천시 중동 1024-2번지 중원중학교,경기도 부천시 도약로 119,14510,37.5117317301,126.7627700366
부천시,중학교,사립,소명여자중학교,032-349-5531,경기도 부천시 소사동 2-7번지 소명여자중학교,경기도 부천시 부일로571번길 84,14647,37.4873422671,126.7912396667
부천시,고등학교,공립,경기예술고등학교,032-328-0844,경기도 부천시 중동 1031번지 경기예술고등학교,경기도 부천시 석천로209번길 37,14537,37.5057282029,126.7613303220
부천시,초등학교,공립,계남초등학교,070-709-6720,경기도 부천시 중동 1180번지 계남초등학교,경기도 부천시 조마루로 255,14579,37.4985685642,126.7719608142
부천시,초등학교,공립,고리울초등학교,070-7094-0972,경기도 부천시 고강동 325-4번지 고리울초등학교,경기도 부천시 고리울로 93,14409,37.5269816337,126.8271252363
부천시,초등학교,공립,부천역곡초등학교,070-709-6640,경기도 부천시 역곡동 178-17번지 역곡초등학교,경기도 부천시 역곡로65번길 12,14658,37.4905422245,126.8077733003
부천시,중학교,공립,부천동여자중학교,070-701-4781,경기도 부천시 괴안동 171-15번지 부천동여자중학교,경기도 부천시 경인로484번길 36,14683,37.4810122035,126.8092904637
부천시,초등학교,공립,까치울초등학교,070-7015-2706,경기도 부천시 작동 125-6번지 까치울초등학교,경기도 부천시 역곡로324번길 14,14476,37.5136176229,126.8139342079
부천시,초등학교,공립,도원초등학교,070-709-9510,경기도 부천시 심곡본동 802번지 도원초등학교,경기도 부천시 마니로 13,14747,37.4772352686,126.7731004789
부천시,초등학교,공립,동산초등학교,070-7099-0304,경기도 부천시 오정동 727번지,경기도 부천시 오정로251번길 50,14442,37.5310383004,126.7851880081
부천시,초등학교,공립,복사초등학교,032-346-8121,경기도 부천시 소사본동 277-58번지 복사초등학교,경기도 부천시 소사로170번길 96,14765,37.4732133852,126.8007981061
부천시,초등학교,공립,부광초등학교,070-7096-7403,경기도 부천시 중동 1029-3번지 부광초등학교,경기도 부천시 석천로209번길 40,14537,37.5067295427,126.7619378244
부천시,초등학교,공립,부명초등학교,070-7096-6705,경기도 부천시 중동 1176-1번지 부명초등학교,경기도 부천시 조마루로 200,14584,37.4981228154,126.7652675592
부천시,초등학교,공립,부원초등학교,070-7099-9887,경기도 부천시 소사본동 145-1번지 부원초등학교,경기도 부천시 호현로447번길 14,14755,37.4778188060,126.7912665268
부천시,초등학교,공립,부인초등학교,070-7099-8069,경기도 부천시 상동 398-3번지 부인초등학교,경기도 부천시 신상로 16,14598,37.4893485806,126.7486398968
부천시,초등학교,공립,부일초등학교,070-709-6760,경기도 부천시 원미동 13-2번지 부일초등학교 14561호,경기도 부천시 원미로182번길 31,14561,37.4986197580,126.7946569578
부천시,초등학교,공립,부천대명초등학교,070-709-9850,경기도 부천시 오정동 127-8번지 부천대명초등학교,,14426,37.5276727704,126.7975741629
부천시,초등학교,공립,부천덕산초등학교,070-709-9578,경기도 부천시 오정동 113-2번지 부천덕산초등학교,경기도 부천시 오정로252번길 91,14434,37.5294809841,126.7909057146
부천시,초등학교,공립,부천동초등학교,070-709-6620,경기도 부천시 역곡동 31번지,경기도 부천시 지봉로51번길 22,14663,37.4878153768,126.8042639322
부천시,초등학교,공립,부천부안초등학교,070-7099-5879,경기도 부천시 괴안동 103번지 부안초등학교,경기도 부천시 경인로484번길 75,14687,37.4798725054,126.8120972299
부천시,초등학교,공립,부천부흥초등학교,070-7099-3606,경기도 부천시 중동 1038-2번지 부흥초등학교,경기도 부천시 계남로 154,14538,37.5071796675,126.7662115039
부천시,초등학교,공립,부천삼정초등학교,070-7014-3405,경기도 부천시 삼정동 301번지 부천삼정초등학교,경기도 부천시 중동로 436,14492,37.5183968609,126.7706893909
부천시,초등학교,공립,부천송일초등학교,070-701-0260,경기도 부천시 송내동 397번지 부천송일초등학교,경기도 부천시 경인로60번길 19,14728,37.4828183411,126.7624894868
부천시,초등학교,공립,부천수주초등학교,070-7099-8306,경기도 부천시 고강동 275-2번지 부천수주초등학교,경기도 부천시 고강로 99,14403,37.5308732699,126.8150107191
부천시,초등학교,공립,부천양지초등학교,070-7099-0606,경기도 부천시 괴안동 42-17번지 부천양지초등학교,경기도 부천시 안곡로 130,14686,37.4804550157,126.8157701464
부천시,초등학교,공립,부천원일초등학교,070-7096-6995,경기도 부천시 원종동 104-3번지 부천원일초등학교,경기도 부천시 소사로819번길 46,14425,37.5300334408,126.8028736373
부천시,초등학교,공립,부천중앙초등학교,070-709-6630,경기도 부천시 중동 1099-1번지 부천중앙초등학교,경기도 부천시 옥산로 30,14575,37.4961195482,126.7822701183
부천시,초등학교,공립,부천중원초등학교,070-7096-6506,경기도 부천시 중동 1026번지,경기도 부천시 석천로 273,14510,37.5116436049,126.7637430246
부천시,초등학교,공립,상도초등학교,070-709-9556,경기도 부천시 상동 418번지 상도초등학교,경기도 부천시 장말로 149,14600,37.4941187523,126.7590495987
부천시,초등학교,공립,상미초등학교,070-7099-0026,경기도 부천시 상동 588-7번지 상미초등학교,경기도 부천시 상이로 64,14594,37.4945112827,126.7444949981
부천시,초등학교,공립,상인초등학교,070-7099-0403,경기도 부천시 상동 500-3번지,경기도 부천시 도약로 61,14506,37.5125655148,126.7563881481
부천시,초등학교,공립,상일초등학교,070-7099-2408,경기도 부천시 상동 550-5번지 상일초등학교,경기도 부천시 조마루로 57,14587,37.5014797196,126.7504082094
부천시,초등학교,공립,상지초등학교,070-7096-7105,경기도 부천시 중동 758번지 상지초등학교,경기도 부천시 장말로 189,14607,37.4934520322,126.7634618030
부천시,초등학교,공립,석천초등학교,070-7099-9604,경기도 부천시 상동 525-4번지,경기도 부천시 계남로 29,14508,37.5103134525,126.7523012150
부천시,초등학교,공립,성곡초등학교,070-709-6797,경기도 부천시 여월동 325번지,경기도 부천시 여월로 75,14474,37.5126759788,126.8056005988
부천시,초등학교,공립,소사초등학교,070-7099-0509,경기도 부천시 소사본동 193번지 소사초등학교,경기도 부천시 은성로 58,14762,37.4742063964,126.7966917559
부천시,초등학교,공립,소안초등학교,070-7099-3007,경기도 부천시 소사본동 409-9번지 소안초등학교,경기도 부천시 소사동로72번길 29,14772,37.4722103485,126.8043843630
부천시,초등학교,공립,솔안초등학교,032-653-4360,경기도 부천시 송내동 702-1번지 솔안초등학교,경기도 부천시 경인로1185번길 27,14742,37.4855152716,126.7509368179
부천시,초등학교,공립,신도초등학교,070-7099-2001,경기도 부천시 중동 1172-1번지 신도초등학교,경기도 부천시 부흥로 137,14586,37.4974513244,126.7585185779
부천시,초등학교,공립,심원초등학교,070-709-9070,경기도 부천시 중동 1097번지 심원초등학교,경기도 부천시 옥산로 66,14551,37.4993440026,126.7816838899
부천시,초등학교,공립,약대초등학교,070-7094-1696,경기도 부천시 약대동 112번지 약대초등학교,경기도 부천시 수도로66번길 14,14517,37.5136712775,126.7730453750
부천시,초등학교,공립,옥길버들초등학교,070-701-3920,경기도 부천시 옥길동 740-2번지 옥길버들초등학교,경기도 부천시 양지로 234-25,14786,37.4640183531,126.8258485016
부천시,초등학교,공립,옥산초등학교,070-7099-4376,경기도 부천시 중동 1080-2번지,경기도 부천시 길주로 327,14534,37.5030069736,126.7795243301
부천시,초등학교,공립,원미초등학교,070-709-6660,경기도 부천시 심곡동 184번지 원미초등학교,경기도 부천시 부흥로 423,14573,37.4889570771,126.7873793848
부천시,초등학교,공립,중동초등학교,070-7016-4107,경기도 부천시 중동 1290번지,경기도 부천시 심중로75번길 37,14613,37.4897606337,126.7692968092
부천시,초등학교,공립,창영초등학교,070-7099-4673,경기도 부천시 괴안동 238-11번지 창영초등학교,경기도 부천시 은성로 109-26,14698,37.4748242109,126.8049653098
부천시,중학교,공립,까치울중학교,032-684-3491,경기도 부천시 여월동 303번지 까치울중학교,경기도 부천시 소사로 647,14485,37.5151195377,126.8013751401
부천시,중학교,공립,덕산중학교,070-7099-5035,경기도 부천시 오정동 117-2번지 덕산중학교,경기도 부천시 성오로 203,14434,37.5287011887,126.7931818567
