시군명,시설구분명,공사립구분명,시설명,전화번호,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
고양시,어린이집,가정,즐거운 어린이집,031-812-3114,경기도 고양시 덕양구 행신동 769번지 무원마을동신3단지아파트 302동 101호,"경기도 고양시 덕양구 용현로 20 302동 101호(행신동, 무원마을동신3단지아파트)",10527,37.6150924,126.8360243
고양시,어린이집,민간,즐거운예향어린이집,02-381-2496,경기도 고양시 덕양구 삼송동 84-33번지,경기도 고양시 덕양구 세솔로2길 60-5,10556,37.6546085,126.8884266
고양시,어린이집,가정,서광어린이집,031-924-6582,경기도 고양시 일산서구 탄현동 1579번지 탄현마을서광12단지아파트 1201동 105호,"경기도 고양시 일산서구 산현로17번길 12 1201동 105호(탄현동, 탄현마을서광12단지아파트)",10344,37.6898486,126.7642830
고양시,어린이집,민간,서정빅스맘어린이집,031-978-5533,경기도 고양시 덕양구 행신동 1090번지 서정마을7단지 내 보육시설,"경기도 고양시 덕양구 소원로181번길 20 (행신동,서정마을7단지 내 보육시설)",10533,37.6140774,126.8447816
고양시,어린이집,가정,예쁜꼬마어린이집,031-815-7690,경기도 고양시 덕양구 행신동 781번지 소만마을풍림8단지아파트 801동 104호,"경기도 고양시 덕양구 소만로 47 801동 104호(행신동, 소만마을풍림8단지아파트)",10529,37.6176664,126.8404812
고양시,어린이집,가정,예쁜꿈을꾸는어린이집,070-4623-0555,경기도 고양시 덕양구 토당동 259번지 대림아파트 207동 104호,"경기도 고양시 덕양구 토당로 123 207동 104호(토당동, 대림아파트)",10506,37.6268935,126.8168083
고양시,어린이집,가정,지혜의숲어린이집,031-812-4900,경기도 고양시 덕양구 화정동 948번지 별빛마을벽산9단지아파트 906동 102호,"경기도 고양시 덕양구 화신로 309 906동 102호(화정동, 별빛마을벽산9단지아파트)",10502,37.6300696,126.8257045
고양시,어린이집,민간,예사랑어린이집,031-966-8320,경기도 고양시 덕양구 화정동 891번지 충현빌딩 1층,경기도 고양시 덕양구 화중로138번길 27 충현빌딩 1층 (화정동),10477,37.6393524,126.8337607
고양시,어린이집,민간,예솔어린이집,031-902-7523,경기도 고양시 일산동구 백석동 1436번지,경기도 고양시 일산동구 호수로430번길 37 (백석동),10424,37.6444629,126.7806537
고양시,어린이집,가정,예온어린이집,031-925-1112,경기도 고양시 일산서구 일산동 1876번지 삼성아파트 106동 101호,경기도 고양시 일산서구 고봉로 351-17 106-101(일산동 삼성아파트),10339,37.6903854,126.7760270
고양시,어린이집,민간,예일어린이집,031-964-5631,경기도 고양시 덕양구 관산동 1006번지,경기도 고양시 덕양구 통일로780번길 47 (관산동),10286,37.6900717,126.8643364
고양시,어린이집,민간,예찬몬테소리어린이집,031-973-2306,경기도 고양시 덕양구 토당동 880-13번지,경기도 고양시 덕양구 행당로33번길 7-4,10515,37.6197213,126.8282890
고양시,어린이집,가정,오마이어린이집,031-911-1864,경기도 고양시 일산서구 탄현동 1487번지 탄현마을삼익2단지아파트 203동 101호,"경기도 고양시 일산서구 현중로 29 203동 101호(탄현동, 탄현마을삼익2단지아파트)",10243,37.6930527,126.7670959
고양시,어린이집,가정,예쁜아이어린이집,031-8076-7524,경기도 고양시 덕양구 성사동 860번지 래미안휴레스트아파트 206동 101호,경기도 고양시 덕양구 호국로 860 206동 101호,10467,37.6590804,126.8444369
고양시,어린이집,가정,코코어린이집,031-814-1006,경기도 고양시 일산서구 일산동 1694번지 일산동문1차아파트 101동 101호,경기도 고양시 일산서구 산현로 34 101-101(일산동 일산동문1차 아파트),10348,37.6895817,126.7659278
고양시,어린이집,가정,하늘꿈어린이집,031-902-6630,경기도 고양시 일산동구 백석동 1164-8번지,경기도 고양시 일산동구 백석로108번길 23 (백석동),10445,37.6481563,126.7901269
고양시,어린이집,민간,방글방글어린이집,031-964-7494,경기도 고양시 덕양구 고양동 240-38번지 1층,경기도 고양시 덕양구 혜음로13번길 20 1층(고양동),10275,37.7019293,126.9005551
고양시,어린이집,가정,아이세상어린이집,031-908-0529,경기도 고양시 일산서구 일산동 954번지 일산태영데시앙1단지아파트 101동 102호,"경기도 고양시 일산서구 고양대로 624 101동 102호(일산동, 일산태영데시앙1단지아파트)",10352,37.6857789,126.7655771
고양시,어린이집,직장,일산동구청 어린이집,031-8075-6655,경기도 고양시 일산동구 마두동 815번지 일산동구청 내,경기도 고양시 일산동구 중앙로 1256 일산동구청내,10409,37.6586332,126.7748998
고양시,어린이집,직장,일산서구청직장어린이집,031-918-3338,경기도 고양시 일산서구 대화동 2321번지,경기도 고양시 일산서구 중앙로 1600,10226,37.6783186,126.7440175
고양시,어린이집,직장,일산에버나인어린이집,031-907-7930,경기도 고양시 일산동구 풍동 1223번지 숲속마을10단지아파트 1006동 104호,"경기도 고양시 일산동구 숲속마을2로 25 1006동 104호 (풍동, 숲속마을10단지아파트)",10303,37.6735022,126.7961188
고양시,어린이집,민간,일산파밀리에라온어린이집,031-918-2500,경기도 고양시 일산서구 덕이동 1534번지 일산파밀리에3단지내,"경기도 고양시 일산서구 하이파크2로59번길 7 (덕이동, 일산파밀리에3단지내)",10230,37.7001892,126.7543508
고양시,어린이집,민간,일산파밀리에이화리더어린이집,031-916-0060,경기도 고양시 일산서구 덕이동 1529번지 일산파밀리에2단지내,"경기도 고양시 일산서구 하이파크3로 111 (덕이동, 일산파밀리에2단지내)",10229,37.7012367,126.7512290
고양시,어린이집,가정,잎새어린이집,031-816-1812,경기도 고양시 덕양구 행신동 895번지 햇빛마을18단지아파트 1812동 104호,"경기도 고양시 덕양구 성신로 77 1812동 104호(행신동, 햇빛마을18단지아파트)",10483,37.6279427,126.8377401
고양시,어린이집,민간,자연과아이들어린이집,031-967-3390,경기도 고양시 덕양구 대장동 161-3번지,경기도 고양시 덕양구 대장길 47-52,10456,37.6427959,126.8169839
고양시,어린이집,민간,자연숲어린이집,031-973-3055,경기도 고양시 덕양구 화정동 1127번지 옥빛마을15단지 관리소내 1층,경기도 고양시 덕양구 화신로 233 옥빛마을15단지 관리소내 1층(화정동),10504,37.6291358,126.8340104
고양시,어린이집,민간,아이천국어린이집,031-932-0001,경기도 고양시 일산서구 일산동 1050번지 아이천국어린이집,경기도 고양시 일산서구 일산로 614 아이천국어린이집,10372,37.6816254,126.7611012
고양시,어린이집,가정,아이캐슬어린이집,031-814-4282,경기도 고양시 일산서구 일산동 1093번지 후곡마을태영13단지아파트 1302동 105호,"경기도 고양시 일산서구 일산로 486 1302동 105호(일산동, 후곡마을태영13단지아파트)",10356,37.6762339,126.7727488
고양시,어린이집,가정,아이캔어린이집,031-817-3377,경기도 고양시 일산서구 가좌동 1088번지 가좌마을청원벽산블루밍3단지아파트 308동 101호,"경기도 고양시 일산서구 가좌2로 53 308동 101호(가좌동, 가좌마을청원벽산블루밍3단지아파트)",10210,37.6904326,126.7188059
고양시,어린이집,가정,아이키즈어린이집,031-813-2666,경기도 고양시 일산서구 탄현동 1479번지 탄현마을현대6단지아파트 607동 107호,"경기도 고양시 일산서구 현중로 64 607동 107호(탄현동, 탄현마을현대6단지아파트)",10240,37.6964984,126.7691259
고양시,어린이집,가정,아이펀어린이집,031-815-0335,경기도 고양시 일산동구 백석동 1139번지 백송마을8단지아파트 802동 103호,경기도 고양시 일산동구 백석로 151 802동 103호,10418,37.6510621,126.7927362
고양시,유치원,공립,송포초등학교병설유치원,031-923-0056,경기도 고양시 일산서구 가좌동 355-1번지 송포초등학교,경기도 고양시 일산서구 송산로 379,10210,37.6855998424,126.7210464202
고양시,유치원,공립,신능초등학교병설유치원,031-972-5227,경기도 고양시 덕양구 행신동 1005번지 신능초등학교,경기도 고양시 덕양구 충장로123번길 37,10513,37.6237169033,126.8312021884
고양시,유치원,공립,아람초등학교병설유치원,031-979-5424,경기도 고양시 덕양구 행신동 1069번지 아람초등학교,경기도 고양시 덕양구 서정마을로 36,10491,37.6192203119,126.8503435286
고양시,유치원,공립,양일초등학교병설유치원,031-962-1493,경기도 고양시 일산동구 식사동 1477번지,경기도 고양시 일산동구 위시티로 151,10317,37.6851267317,126.8134319716
고양시,유치원,공립,원당초등학교병설유치원,031-969-6667,경기도 고양시 덕양구 주교동 313-8번지 원당초등학교,경기도 고양시 덕양구 마상로107번길 13,10298,37.6620228236,126.8351486724
고양시,유치원,공립,율동초등학교병설유치원,031-913-0390,경기도 고양시 일산동구 정발산동 1117번지 율동초등학교 병설유치원,경기도 고양시 일산동구 산두로 223,10357,37.6752100406,126.7790998363
고양시,유치원,사립,큰솔유치원,031-965-1870,경기도 고양시 일산동구 산황동 636-2번지,경기도 고양시 일산동구 산황로 178-74,10453,37.6516359362,126.8067633670
고양시,유치원,사립,탄현유치원,031-915-6332,경기도 고양시 일산서구 탄현동 1479번지 탄현마을,,10240,37.6965150415,126.7684002514
고양시,유치원,사립,푸르니유치원,031-922-2214,경기도 고양시 일산동구 정발산동 699번지 푸르니일산유치원,경기도 고양시 일산동구 무궁화로93번길 26,10362,37.6672420655,126.7726293204
고양시,유치원,사립,푸른하늘유치원,031-977-0155,경기도 고양시 일산동구 중산동 1556번지 중산마을,,10336,37.6950151548,126.7801288069
고양시,유치원,사립,한나래유치원,031-929-9510,경기도 고양시 일산서구 덕이동 329번지 거룩한빛 광성교회 교육관 가동,경기도 고양시 일산서구 하이파크로 161,10231,37.7036200086,126.7577639715
고양시,유치원,공립,일산은행초등학교병설유치원,031-969-6737,경기도 고양시 일산동구 식사동 916번지 일산은행초등학교,경기도 고양시 일산동구 은행마을로 70,10304,37.6689880167,126.8064343560
고양시,유치원,공립,장촌초등학교병설유치원,031-914-0471,경기도 고양시 일산서구 대화동 2269번지,경기도 고양시 일산서구 호수로856번길 43,10383,37.6728236784,126.7485706488
고양시,유치원,공립,저동초등학교병설유치원,031-914-0384,경기도 고양시 일산동구 정발산동 688번지,경기도 고양시 일산동구 대산로11번길 37,10362,37.6678486198,126.7741235603
고양시,유치원,공립,주엽초등학교병설유치원,031-912-0026,경기도 고양시 일산서구 주엽동 100번지 주엽초등학교,경기도 고양시 일산서구 강선로 29,10385,37.6670761012,126.7617151178
고양시,유치원,공립,중산초등학교병설유치원,031-977-4193,경기도 고양시 일산동구 중산동 1575-3번지 중산초등학교,경기도 고양시 일산동구 탄중로 373,10332,37.6900393865,126.7836243254
고양시,유치원,공립,지축초등학교병설유치원,02-381-7159,경기도 고양시 덕양구 지축동 654-1번지,경기도 고양시 덕양구 지축초교길 45,10583,37.6517746917,126.9142787928
고양시,유치원,공립,풍동숲속유치원,031-932-9015,경기도 고양시 일산동구 풍동 1243번지 풍동숲속유치원,경기도 고양시 일산동구 숲속마을2로 119,10303,37.6730767848,126.8001553250
고양시,유치원,공립,풍산초등학교병설유치원,031-908-8477,경기도 고양시 일산동구 풍동 1284번지 풍산초등학교,경기도 고양시 일산동구 숲속마을로 51,10307,37.6666018310,126.7966820621
고양시,유치원,공립,한내유치원,031-924-2713,경기도 고양시 일산서구 대화동 882번지 고양한내초등학교 한내유치원,경기도 고양시 일산서구 고양대로255번길 27,10222,37.6684345288,126.7356872184
고양시,유치원,공립,한산초등학교병설유치원,031-916-8455,경기도 고양시 일산서구 덕이동 1614번지 한산초등학교,경기도 고양시 일산서구 하이파크1로 56,10236,37.6960437984,126.7538771389
고양시,유치원,공립,행주초등학교병설유치원,031-979-3045,경기도 고양시 덕양구 행주내동 175번지 행주초등학교,경기도 고양시 덕양구 행주로17번길 70,10440,37.6029397710,126.8246818230
고양시,유치원,공립,호곡초등학교병설유치원,031-918-7083,경기도 고양시 일산서구 탄현동 117-1번지 호곡초등학교,경기도 고양시 일산서구 탄현로 109,10239,37.7008726553,126.7668784103
고양시,유치원,공립,흥도유치원,031-968-6875,경기도 고양시 덕양구 도내동 1100번지 흥도유치원,경기도 고양시 덕양구 도래울1로 83,10551,37.6278593587,126.8717587052
고양시,유치원,사립,강선예일유치원,031-912-0574,경기도 고양시 일산서구 주엽동 63번지 강선마을,,10361,37.6697436595,126.7665123060
고양시,유치원,사립,그네와시소유치원,031-975-0078,경기도 고양시 일산동구 중산동 1599번지,경기도 고양시 일산동구 탄중로425번길 39-16,10338,37.6858247498,126.7798161866
고양시,유치원,사립,꿈나무유치원,031-915-3297,경기도 고양시 일산서구 일산동 1069번지 후곡마을3단지아파트,,10374,37.6811870808,126.7670994945
고양시,유치원,사립,나래유치원,031-963-3579,경기도 고양시 덕양구 고양동 8-4번지,경기도 고양시 덕양구 혜음로 85,10272,37.7079849681,126.9018963221
고양시,유치원,사립,늘푸른무지개유치원,031-972-7112,경기도 고양시 덕양구 토당동 897-4번지 무지개유치원,경기도 고양시 덕양구 지도로104번길 39,10511,37.6267994481,126.8259275932
고양시,유치원,사립,능곡성당유치원,031-974-4525,경기도 고양시 덕양구 토당동 292-39번지,경기도 고양시 덕양구 토당로78번길 7-14,10508,37.6228884790,126.8195368973
고양시,유치원,사립,숲속유치원,031-968-1777,경기도 고양시 덕양구 도내동 839-8번지,경기도 고양시 덕양구 흥도로 240,10554,37.6280231626,126.8577568121
고양시,유치원,사립,씨알유치원,031-967-7725,경기도 고양시 덕양구 원흥동 425-8번지,경기도 고양시 덕양구 고양대로1670번길 77-22,10552,37.6454418399,126.8677846834
고양시,유치원,사립,아란유치원,031-913-0587,경기도 고양시 일산서구 주엽동 38번지 강선마을,,10360,37.6734065248,126.7689943966
고양시,유치원,사립,아리솔유치원,031-977-5111,경기도 고양시 일산동구 중산동 13-12번지,경기도 고양시 일산동구 약산길 45-1,10319,37.6820987771,126.7917872093
고양시,유치원,사립,아이사랑유치원,031-979-2031,경기도 고양시 덕양구 화정동 946번지 문정빌딩,경기도 고양시 덕양구 화신로 319,10501,37.6325211272,126.8262652211
고양시,유치원,사립,아이젠유치원,031-978-1077,경기도 고양시 덕양구 토당동 259번지 대림아파트,,10506,37.6264694376,126.8164015968
고양시,유치원,사립,어울림유치원,031-964-1007,경기도 고양시 덕양구 성사동 731번지 신원당마을,,10469,37.6516877357,126.8344580202
고양시,유치원,사립,엄지유치원,031-970-7416,경기도 고양시 덕양구 행신동 754번지,경기도 고양시 덕양구 용현로35번길 8-16,10525,37.6165513432,126.8355113757
고양시,유치원,사립,엔젤숲유치원,02-371-0098,경기도 고양시 덕양구 지축동 418-7번지,경기도 고양시 덕양구 일영로 116-7,10584,37.6565818905,126.9212539018
고양시,유치원,사립,연꽃유치원,031-964-4365,경기도 고양시 덕양구 성사동 488-5번지 연꽃유치원(원당사대.불.조),경기도 고양시 덕양구 마상로 175-6,10466,37.6576357729,126.8420941262
고양시,유치원,사립,예담유치원,031-913-3602,경기도 고양시 일산서구 일산동 1087번지 후곡마을,,10360,37.6751839916,126.7702923781
고양시,유치원,사립,예사랑유치원,031-966-8323,경기도 고양시 덕양구 화정동 891번지 충현유치원,경기도 고양시 덕양구 화중로138번길 27,10477,37.6393524615,126.8337607580
고양시,유치원,사립,예은유치원,031-917-6742,경기도 고양시 일산서구 대화동 2167번지,경기도 고양시 일산서구 강성로214번길 41-4,10377,37.6766013830,126.7540441479
고양시,유치원,사립,예일유치원,031-965-9659,경기도 고양시 덕양구 성사동 500-13번지 은진빌딩,경기도 고양시 덕양구 마상로154번길 11-8,10463,37.6578300582,126.8392378710
고양시,유치원,사립,유경유치원,031-967-8393,경기도 고양시 덕양구 화정동 851번지 달빛마을,,10473,37.6464651046,126.8365660405
고양시,유치원,사립,은선유치원,031-902-3292,경기도 고양시 일산동구 장항동 881번지 호수마을,,10423,37.6482146499,126.7778211108
고양시,유치원,사립,은정유치원,031-902-0011,경기도 고양시 일산동구 백석동 1183번지 백송마을,,10419,37.6496038302,126.7884004685
고양시,유치원,사립,이삭유치원,031-973-9433,경기도 고양시 덕양구 행신동 953번지 햇빛마을,,10494,37.6228000478,126.8390428321
고양시,유치원,사립,이튼키즈유치원,031-974-1707,경기도 고양시 덕양구 행신동 767번지 무원마을,,10527,37.6134455312,126.8373191618
고양시,유치원,사립,인혜유치원,031-917-6701,경기도 고양시 일산서구 주엽동 38번지 강선마을,,10360,37.6734065248,126.7689943966
고양시,유치원,사립,자연유치원,031-913-0141,경기도 고양시 일산서구 탄현동 1477번지 탄현마을,,10243,37.6960149624,126.7661227918
고양시,유치원,사립,좋은나무유치원,031-969-5123,경기도 고양시 덕양구 원당동 644번지,경기도 고양시 덕양구 원당로393번길 21,10290,37.6830963880,126.8483196215
고양시,유치원,사립,준성자연유치원,031-962-8222,경기도 고양시 덕양구 관산동 246-3번지 준성아파트,,10287,37.6879873512,126.8616761160
고양시,유치원,사립,진세유치원,031-966-2180,경기도 고양시 덕양구 성사동 730번지 신원당마을,,10469,37.6516355310,126.8357612884
고양시,어린이집,가정,나래친구어린이집,031-923-7943,경기도 고양시 일산서구 일산동 600번지 일산현대홈타운3차아파트 305동 104호,"경기도 고양시 일산서구 일청로 45 305동 104호(일산동, 일산현대홈타운3차아파트)",10349,37.6882405,126.7711019
고양시,어린이집,가정,나무어린이집,070-8241-5580,경기도 고양시 일산서구 덕이동 1535번지 일산파밀리에 417동 101호,경기도 고양시 일산서구 하이파크3로 61 417동 101호(덕이동 일산파밀리에),10235,37.6988815,126.7495021
고양시,어린이집,가정,내아이어린이집,031-905-3094,경기도 고양시 일산동구 풍동 1242-4번지 1층,경기도 고양시 일산동구 숲속마을2로 111 1층 (풍동),10303,37.6730424,126.8011755
고양시,어린이집,국공립,YMCA흰돌복지관어린이집,031-905-3402,경기도 고양시 일산동구 백석동 1343번지 YMCA 흰돌복지관 어린이집,경기도 고양시 일산동구 장백로 61 YMCA 흰돌복지관 어린이집,10448,37.6422192,126.7852945
고양시,어린이집,가정,가람영아전담어린이집,031-813-4276,경기도 고양시 덕양구 행신동 953번지 햇빛마을23단지아파트 2302동 103호,"경기도 고양시 덕양구 화신로 105 2302동 103호(행신동, 햇빛마을23단지아파트)",10494,37.6224586,126.8397118
고양시,어린이집,가정,가온어린이집,031-811-8588,경기도 고양시 일산서구 탄현동 1479번지 탄현마을한신6단지아파트 608동 102호,"경기도 고양시 일산서구 현중로 62 608동 102호(탄현동, 탄현마을한신6단지아파트)",10240,37.6960755,126.7694220
고양시,어린이집,민간,가좌다솜어린이집,031-925-7975,경기도 고양시 일산서구 가좌동 1089번지 가좌마을2단지 관리동,경기도 고양시 일산서구 가좌3로 45 가좌마을2단지 관리동,10209,37.6870410,126.7171636
고양시,어린이집,가정,가좌예담어린이집,031-925-2726,경기도 고양시 일산서구 가좌동 1087번지 가좌마을청원벽산블루밍5단지아파트 516동 102호,"경기도 고양시 일산서구 가좌1로 8 516동 102호(가좌동, 가좌마을청원벽산블루밍5단지아파트)",10211,37.6912602,126.7220453
고양시,어린이집,가정,노리숲어린이집,031-969-8588,경기도 고양시 덕양구 도내동 1107번지 원흥7단지고양원흥동일스위트 713동 103호,"경기도 고양시 덕양구 도래울1로 80 713동 103호(도내동, 원흥7단지 고양원흥동일스위트)",10551,37.6257234,126.8711734
고양시,어린이집,민간,높푸른어린이집,031-921-5279,경기도 고양시 일산서구 일산동 1655번지 일신건영아파트 관리동1층,경기도 고양시 일산서구 원일로21번길 22 일신건영아파트 관리동1층,10348,37.6877891,126.7661035
고양시,유치원,공립,성사유치원,031-966-2781,경기도 고양시 덕양구 성사동 716번지,경기도 고양시 덕양구 호국로834번길 89,10466,37.6575212424,126.8440095888
고양시,유치원,공립,성신초등학교병설유치원,031-973-2228,경기도 고양시 덕양구 행신동 929번지 성신초등학교,경기도 고양시 덕양구 성신로 104,10494,37.6264956093,126.8401788413
고양시,유치원,공립,소만유치원,031-979-3231,경기도 고양시 덕양구 행신동 780번지 소만유치원,경기도 고양시 덕양구 화신로 48,10529,37.6171605187,126.8394516350
고양시,유치원,공립,신원초등학교병설유치원,02-371-0205,경기도 고양시 덕양구 신원동 601번지,경기도 고양시 덕양구 신원3로 21,10567,37.6676338311,126.8856978068
고양시,유치원,공립,안곡초등학교병설유치원,031-976-1627,경기도 고양시 일산동구 중산동 161-3번지,경기도 고양시 일산동구 중산로 142,10334,37.6846571127,126.7817355947
고양시,유치원,공립,용두초등학교병설유치원,02-387-1055,경기도 고양시 덕양구 용두동 14번지 용두초등학교,경기도 고양시 덕양구 용두로121번길 20,10549,37.6209436897,126.8931450663
고양시,유치원,공립,원중초등학교병설유치원,031-963-5305,경기도 고양시 일산동구 식사동 1571번지,경기도 고양시 일산동구 위시티3로 67,10324,37.6752711142,126.8140124638
고양시,유치원,공립,지도초등학교병설유치원,031-974-0554,경기도 고양시 덕양구 화정동 1132번지 지도초등학교,경기도 고양시 덕양구 성신로 49,10504,37.6279642171,126.8337865651
고양시,유치원,사립,한솔유치원,031-903-5335,경기도 고양시 일산동구 백석동 1186번지 백송마을,,10419,37.6506893094,126.7907883123
고양시,유치원,사립,한울유치원,031-964-6705,경기도 고양시 덕양구 관산동 113-3번지 한울유치원,경기도 고양시 덕양구 통일로770번길 58,10286,37.6902711249,126.8653451751
고양시,유치원,사립,해달별유치원,031-978-6669,경기도 고양시 덕양구 강매동 113번지,경기도 고양시 덕양구 강매로 229,10441,37.6077509183,126.8435379295
고양시,유치원,사립,햇빛유치원,031-905-0363,경기도 고양시 일산동구 마두동 739번지 백마마을2단지아파트,,10416,37.6539913576,126.7882971929
고양시,유치원,사립,호수유치원,031-970-2560,경기도 고양시 덕양구 행신동 702번지 무원마을,,10522,37.6134454063,126.8309313298
고양시,유치원,사립,홍익유치원,031-914-0257,경기도 고양시 일산서구 탄현동 1476번지 탄현마을,,10240,37.6985121991,126.7669085708
고양시,유치원,사립,다솜유치원,031-904-2297,경기도 고양시 일산동구 마두동 796번지 강촌마을,,10415,37.6543794362,126.7789583850
고양시,유치원,사립,다진유치원,031-904-2297,경기도 고양시 일산동구 마두동 796번지 강촌마을7단지아파트,,10415,37.6543794362,126.7789583850
고양시,유치원,사립,단비유치원,031-973-1148,경기도 고양시 덕양구 토당동 873번지 장미아파트,,10515,37.6213308839,126.8261557713
고양시,유치원,사립,도담유치원,031-919-7979,"경기도 고양시 일산서구 탄현동 121번지 큰마을대림,현대아파트",,10239,37.7008508311,126.7649848305
고양시,유치원,사립,동산유치원,031-913-2201,경기도 고양시 일산서구 주엽동 117번지 문촌마을,,10385,37.6689889181,126.7586826528
고양시,유치원,사립,드림아이유치원,031-938-2487,경기도 고양시 덕양구 원흥동 636-2번지,경기도 고양시 덕양구 권율대로 696-9,10558,37.6507399001,126.8762284677
고양시,유치원,사립,로뎀유치원,031-971-5533,경기도 고양시 덕양구 행신동 773번지 무원마을1단지,,10528,37.6172480286,126.8375938940
고양시,유치원,사립,명문유치원,031-912-3904,경기도 고양시 일산서구 주엽동 49번지 강선마을,,10361,37.6714938091,126.7676515646
고양시,유치원,사립,무원유치원,031-970-2211,경기도 고양시 덕양구 행신동 692번지 무원마을,,10521,37.6181928971,126.8304899841
고양시,유치원,사립,문촌사랑유치원,031-913-4637,경기도 고양시 일산서구 주엽동 126번지 문촌마을,,10384,37.6696524319,126.7528545634
고양시,유치원,사립,문촌유치원,031-915-7800,경기도 고양시 일산서구 주엽동 1번지 문촌마을,,10371,37.6779352698,126.7585739832
고양시,유치원,사립,바른유치원,031-914-4368,경기도 고양시 일산서구 일산동 1055번지 후곡마을,,10371,37.6798209875,126.7598827771
고양시,유치원,사립,배화유치원,031-974-0880,경기도 고양시 덕양구 토당동 55-3번지,경기도 고양시 덕양구 토당로104번길 31,10508,37.6243834894,126.8191480871
고양시,유치원,사립,별모래유치원,031-964-2249,경기도 고양시 덕양구 성사동 421-8번지,경기도 고양시 덕양구 마상로 200-1,10465,37.6561064973,126.8438426169
고양시,유치원,사립,보보유치원,031-903-3644,경기도 고양시 일산동구 마두동 717번지 백마마을,,10417,37.6588798588,126.7912069953
고양시,유치원,사립,샘터한우리유치원,031-978-6057,경기도 고양시 덕양구 충장로 118(행신동)982번지 샘터마을 2단지내 ,,10518,,
고양시,유치원,사립,선아유치원,031-913-8569,경기도 고양시 일산서구 주엽동 120번지 문촌마을,,10385,37.6673823874,126.7573278219
고양시,유치원,사립,성가정유치원,031-979-4077,경기도 고양시 덕양구 행신동 763번지,경기도 고양시 덕양구 용현로5번길 36,10526,37.6139467307,126.8349509124
고양시,유치원,사립,성바오로유치원,031-938-0922,경기도 고양시 덕양구 행신동 208-15번지,경기도 고양시 덕양구 중앙로468번길 69,10492,37.6218613762,126.8444253224
고양시,유치원,사립,세화유치원,031-911-3335,경기도 고양시 일산서구 주엽동 8번지 문촌마을,,10378,37.6762118984,126.7573554039
고양시,유치원,사립,솔거유치원,031-969-0101,경기도 고양시 덕양구 화정동 936번지 은빛마을6단지,,10496,37.6367151689,126.8293142522
고양시,유치원,사립,창의유치원,031-965-8594,경기도 고양시 일산동구 식사동 602-11번지,경기도 고양시 일산동구 고양대로1080번길 10,10304,37.6684889807,126.8097679552
고양시,유치원,사립,청림유치원,031-973-0260,경기도 고양시 덕양구 토당동 863-7번지 호은상가,경기도 고양시 덕양구 지도로13번길 20-24,10510,37.6197234157,126.8236789863
고양시,유치원,공립,고양관산초등학교병설유치원,031-969-8438,경기도 고양시 덕양구 관산동 995번지 고양관산초등학교,경기도 고양시 덕양구 통일로726번길 130,10286,37.6919300529,126.8663398441
고양시,유치원,공립,고양백석초등학교병설유치원,031-901-4231,경기도 고양시 일산동구 백석동 1183번지,경기도 고양시 일산동구 백석로 103,10419,37.6496038302,126.7884004685
고양시,유치원,공립,고양오금유치원,02-381-7383,경기도 고양시 덕양구 오금동 581번지 고양오금유치원,경기도 고양시 덕양구 오금1로 10,10578,37.6617415042,126.8951476955
고양시,유치원,공립,고양일산유치원,031-975-6523,경기도 고양시 일산서구 일산동 630-1번지 38,경기도 고양시 일산서구 일중로15번길 38,10353,37.6825480954,126.7719358424
고양시,유치원,공립,금계초등학교병설유치원,031-907-0246,경기도 고양시 일산동구 백석동 1192번지 금계초등학교,경기도 고양시 일산동구 강촌로 90,10420,37.6498301317,126.7840712005
고양시,유치원,공립,내유초등학교병설유치원,031-962-4632,경기도 고양시 덕양구 내유동 431-7번지 내유초등학교,경기도 고양시 덕양구 통일로 1132,10264,37.7154001034,126.8515869256
고양시,유치원,공립,능곡초등학교병설유치원,031-972-0358,경기도 고양시 덕양구 토당동 278-2번지 능곡초등학교 병설유치원,경기도 고양시 덕양구 토당로67번길 66,10509,37.6243336929,126.8161237423
고양시,유치원,공립,다솜초등학교병설유치원,031-932-8559,경기도 고양시 일산동구 풍동 1232번지 다솜초등학교,경기도 고양시 일산동구 숲속마을로 139,10303,37.6722956486,126.7965189549
고양시,유치원,공립,대곡초등학교병설유치원,031-965-5492,경기도 고양시 덕양구 대장동 226-2번지,경기도 고양시 덕양구 대주로 138-50,10456,37.6408787338,126.8124906903
고양시,유치원,공립,대화초등학교병설유치원,031-918-3192,경기도 고양시 일산서구 대화동 1643번지,경기도 고양시 일산서구 송포로 50,10218,37.6711840178,126.7324129692
고양시,유치원,공립,덕은초등학교병설유치원,02-3158-3321,경기도 고양시 덕양구 화전동 274-6번지 덕은초등학교,경기도 고양시 덕양구 중앙로176번길 18-4,10538,37.6033072632,126.8712808882
고양시,유치원,공립,덕이초등학교병설유치원,031-914-2118,경기도 고양시 일산서구 덕이동 528번지,경기도 고양시 일산서구 덕이로 104,10236,37.6925446304,126.7480497969
고양시,유치원,공립,도래울초등학교병설유치원,031-963-6898,경기도 고양시 덕양구 도내동 1012번지 도래울초등학교,경기도 고양시 덕양구 도래울3로 5,10551,37.6314166114,126.8703363710
고양시,유치원,공립,목암초등학교병설유치원,031-962-4462,경기도 고양시 덕양구 고양동 722번지 목암초등학교 병설유치원,경기도 고양시 덕양구 푸른마을로 63,10270,37.7137353700,126.9045877235
