시군명,사업장명,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,폐업일자,소재지시설전화번호,소재지면적정보,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도,업태구분명정보,X좌표값,Y좌표값,문화체육업종명,공사립구분명,보험가입여부코드
광명시,신촌당구클럽,20170822,,13,영업중,,,,14314,경기도 광명시 금하로527번길 7 (소하동),경기도 광명시 소하동 36-10번지,14314,37.4515731,126.8900138,,190202.924349664,438838.101478773,당구장업,사립,
광명시,영당구장,20150528,,13,영업중,,02-6101-3959,,14327,"경기도 광명시 오리로366번길 3, 용성빌딩 2층 (소하동)",경기도 광명시 소하동 1242-8번지 용성빌딩,14327,37.4352188,126.8798127,,189298.676022364,437024.697383682,당구장업,사립,
광명시,하바드 당구장,20030828,,35,직권말소,20160215,02-809-0710,,14248,경기도 광명시 범안로 1045 (하안동),경기도 광명시 하안동 34-8번지 제일프라자 4층 101,423847,37.4623468,126.8787849,,189212.249490304,440036.103382167,당구장업,사립,
광명시,제일 당구장,20030827,,35,직권말소,20160215,02-895-3823,,14305,경기도 광명시 범안로 1042 (하안동),경기도 광명시 하안동 중심상업지구 36-1,423060,37.4617434,126.8789893,,189227.941627203,439968.163906521,당구장업,사립,
광명시,탐나당구장,20091116,,35,직권말소,20160215,,,14268,경기도 광명시 광명로 858 (광명동),경기도 광명시 광명동 295-18번지 2층,423813,37.4755975,126.8528743,,186920.652337723,441508.591889052,당구장업,사립,
광명시,블랙홀 당구장,20030828,,35,직권말소,20160215,2617-3627,,14240,경기도 광명시 디지털로 13 (철산동),경기도 광명시 철산동 424번지,423837,37.4738777,126.8688402,,188332.560023967,441317.018442737,당구장업,사립,
광명시,막 당구클럽,20130401,,35,직권말소,20180406,,,14286,"경기도 광명시 오리로985번길 7-1, 6층 601호 (광명동)",경기도 광명시 광명동 158-802번지 6층,423858,37.4786797,126.8534899,,186974.565016075,441851.418986473,당구장업,사립,
광명시,LA 당구클럽,20030825,,35,직권말소,20160215,2683-7261,,14217,경기도 광명시 오리로 936 (광명동),경기도 광명시 광명동 37-1번지,423802,37.4782090,126.8590645,,187469.910620556,441797.544056526,당구장업,사립,
광명시,가람당구클럽,20140424,,35,직권말소,20160215,,,14200,경기도 광명시 광명로 961 (광명동),경기도 광명시 광명동 51-7번지,423803,37.4844046,126.8563504,,187228.417708686,442485.789530927,당구장업,사립,
광명시,현 당구장,20030902,,35,직권말소,20160215,2688-7822,,14294,경기도 광명시 광화로 26 (광명동),경기도 광명시 광명동 352-20번지 3층,423817,37.4735735,126.8484355,,186528.434842823,441287.189259051,당구장업,사립,
광명시,신화 당구장,20030902,,35,직권말소,20160215,2688-0862,,14239,경기도 광명시 디지털로33번길 5 (철산동),경기도 광명시 철산동 441번지 그랜드프라자 301호,423837,37.4744292,126.8705123,,188480.268147503,441377.512546825,당구장업,사립,
광명시,해룡 당구장,20030922,,35,직권말소,20160215,,,14239,경기도 광명시 디지털로33번길 15 (철산동),경기도 광명시 철산동 438번지 서창빌딩 3층,423837,37.4752669,126.8702847,,188461.938223614,441471.912387527,당구장업,사립,
광명시,쇼부당구장,20030828,,35,직권말소,20160215,02-893-1046,,14306,경기도 광명시 하안로288번길 6 (하안동),경기도 광명시 하안동 62-2번지 3층,423849,37.4616557,126.8812840,,189432.107672128,439959.986042668,당구장업,사립,
광명시,엑스당구장,20051108,,35,직권말소,20160215,2687-3177,,14272,경기도 광명시 새터로 58 (광명동),경기도 광명시 광명동 304-100번지,423804,37.4732119,126.8545408,,187062.456634795,441225.484163762,당구장업,사립,
광명시,준 당구장,20030825,,35,직권말소,20160215,2689-2135,,14286,경기도 광명시 오리로 993 (광명동),경기도 광명시 광명동 158-848번지,423858,37.4795436,126.8526855,,186903.492134595,441948.751415742,당구장업,사립,
광명시,루키 당구장,20030827,,35,직권말소,20160215,02-896-3530,,14306,"경기도 광명시 하안로288번길 2, 지하층 3호 (하안동, 금성빌딩)",경기도 광명시 하안동 62-0번지 금성빌딩 지하3호,14306,37.4614660,126.8809000,,189398.161586239,439936.75837119,당구장업,사립,
광명시,뿌리당구장,20030922,,35,직권말소,20160215,,,14219,경기도 광명시 광명로928번길 13-1 (광명동),경기도 광명시 광명동 106-7번지 2층,423806,37.4812608,126.8569557,,187282.581280096,442137.775825617,당구장업,사립,
광명시,웰빙 큐 당구클럽,20101224,,35,직권말소,20160215,897-1921,,14327,경기도 광명시 기아로6번길 18 (소하동),경기도 광명시 소하동 1268-2번지 2층,423826,37.4348494,126.8798133,,189297.606961288,436985.18389506,당구장업,사립,
광명시,K투 당구장,20030825,,35,직권말소,20160215,,,14239,경기도 광명시 철산로30번길 11 (철산동),경기도 광명시 철산동 439번지 광동빌딩 401호,423837,37.4752127,126.8701266,,188447.166956926,441465.751985767,당구장업,사립,
광명시,스피드 당구클럽,20030918,,35,직권말소,20160215,02-896-8343,,14248,경기도 광명시 하안로 311 (하안동),경기도 광명시 하안동 34-2번지 4층,423847,37.4630408,126.8789533,,189226.282956004,440113.466716635,당구장업,사립,
광명시,SK당구장,20081231,,35,직권말소,20160215,,,14240,경기도 광명시 오리로856번길 6 (철산동),경기도 광명시 철산동 412번지 (2층),423837,37.4747411,126.8674820,,188213.478357595,441413.106724044,당구장업,사립,
광명시,부엉이당구장,20030902,,35,직권말소,20160215,2687-9957,,14240,경기도 광명시 철산로30번길 24 (철산동),경기도 광명시 철산동 434번지 서울종합빌딩 401호,423837,37.4743741,126.8695628,,188397.781354198,441371.364942327,당구장업,사립,
광명시,당구클럽 뒷마당,20030902,,35,직권말소,20160215,02-897-3922,,14327,경기도 광명시 오리로 378 (소하동),경기도 광명시 소하동 1242-15번지 인덕 503호,423826,37.4359664,126.8796533,,189282.903107478,437108.529366661,당구장업,사립,
광명시,제우스당구장,20050613,,35,직권말소,20160215,2060-5907,,14240,경기도 광명시 오리로854번길 16 (철산동),경기도 광명시 철산동 421번지 금강빌딩3층,423837,37.4746523,126.8686014,,188310.037017168,441403.891563952,당구장업,사립,
광명시,프로당구클럽,20120227,,35,직권말소,20160215,,,14316,"경기도 광명시 소하로109번길 13-8, 5층 2호 (소하동)",경기도 광명시 소하동 1338-3번지,423050,37.4472159,126.8844829,,189712.143101878,438354.930774797,당구장업,사립,
광명시,로얄 당구장,20030828,,35,직권말소,20160215,2617-7988,,14274,경기도 광명시 광명로 818 (광명동),경기도 광명시 광명동 374-10번지,423814,37.4720994,126.8511517,,186768.976836342,441121.663325745,당구장업,사립,
광명시,오스카 당구장,20030828,,35,직권말소,20160215,2686-0793,,14236,경기도 광명시 철산로29번길 7 (철산동),경기도 광명시 철산동 245-2번지 동화빌딩 3층,423836,37.4771843,126.8687890,,188327.616188469,441683.507029436,당구장업,사립,
광명시,MY Q 당구장,20100405,,35,직권말소,20160215,2625-2977,,14240,경기도 광명시 오리로854번길 24 (철산동),경기도 광명시 철산동 432번지 대현빌딩 4층,423837,37.4747613,126.8693699,,188379.287572173,441415.648437177,당구장업,사립,
광명시,포인트당구장,20080521,,35,직권말소,20160215,,,14221,경기도 광명시 오리로 944 (광명동),경기도 광명시 광명동 149-3번지 3층,423807,37.4784064,126.8583179,,187402.778630528,441820.240080071,당구장업,사립,Y
광명시,이층의 당구장,20101224,,35,직권말소,20160215,,,14206,경기도 광명시 사성로 35 (광명동),경기도 광명시 광명동 11-93번지 2층,423800,37.4861492,126.8610392,,187643.98967888,442680.198919703,당구장업,사립,
광명시,신광 당구장,20030825,,35,직권말소,20120229,02-894-1346,,423849,경기도 광명시 하안로288번길 10 (하안동),경기도 광명시 하안동 62-5번지,423849,37.4619084,126.8817018,,189469.6875,439985.5145,당구장업,사립,
광명시,당구클럽 타이티,20030902,,35,직권말소,20160215,2616-0188,,14240,경기도 광명시 오리로854번길 24 (철산동),경기도 광명시 철산동 432번지 대현빌딩 3층,423837,37.4747613,126.8693699,,188379.287572173,441415.648437177,당구장업,사립,
광명시,무스탕 당구장,20030828,,35,직권말소,20160215,2685-7808,,14236,경기도 광명시 철산로 27 (철산동),경기도 광명시 철산동 245-4번지,423836,37.4767610,126.8689255,,188340.972084599,441636.7431858,당구장업,사립,
광명시,킹당구장,20030902,,35,직권말소,20160215,02-897-0175,,14326,경기도 광명시 기아로 21 (소하동),경기도 광명시 소하동 1236-10번지 2층,423826,37.4365185,126.8820704,,189498.203149851,437169.903678163,당구장업,사립,
광명시,VIP당구클럽,20120810,,35,직권말소,20160215,02-6032-0909,,14327,경기도 광명시 오리로 372 (소하동),경기도 광명시 소하동 1242-12번지,423826,37.4354889,126.8796541,,189282.510960907,437056.10377039,당구장업,사립,
광명시,빅박스 당구장,20030829,,35,직권말소,20160215,2625-7030,,14295,경기도 광명시 광화로 5 (광명동),경기도 광명시 광명동 346-31번지 2층,423816,37.4725130,126.8504612,,186707.155830817,441167.887194581,당구장업,사립,
광명시,킹 당구장,20030825,,03,폐업,20031111,2685-2776,,,경기도 광명시 광명로 910  (광명동),경기도 광명시 광명동 158-79번지,423807,37.4798798,126.8549347,,187104.462957101,441985.319020471,당구장업,사립,N
광명시,용 당구장,20030827,,03,폐업,20000501,2682-7236,,,경기도 광명시 광명로831번길 29  (광명동),경기도 광명시 광명동 262-15번지,423810,37.4742402,126.8483776,,186523.390979616,441358.972272854,당구장업,사립,N
광명시,용성 당구장,20030827,,03,폐업,19991012,,,,"경기도 광명시 오리로366번길 3  (소하동,지하)",경기도 광명시 소하동 1242-8번지 지하,423701,37.4352188,126.8798127,,189298.676022364,437024.697383682,당구장업,사립,N
광명시,베스트당구장,20080813,,03,폐업,20120221,02)899-2270,,423826,경기도 광명시 기아로 15 (소하동),경기도 광명시 소하동 1236번지 동광빌딩 4층,423826,37.4365448,126.8813133,,189431.228751202,437171.896311649,당구장업,사립,
광명시,하안 당구장,20030827,,03,폐업,20180406,02-897-1574,,14259,경기도 광명시 안재로16번길 32 (하안동),경기도 광명시 하안동 598-7번지,14259,37.4612968,126.8742654,,188811.470671743,439918.32556817,당구장업,사립,
광명시,마니아 당구클럽,20030902,,03,폐업,20190212,2619-2911,,14285,경기도 광명시 오리로 1005 (광명동),경기도 광명시 광명동 158-857번지 2층 ,423858,37.4799834,126.8513731,,186788.037730227    ,441998.1606723      ,당구장업,사립,
광명시,제일 당구장,20030828,,03,폐업,19960902,2689-1397,,,"경기도 광명시 광명로 933  (광명동,지하)",경기도 광명시 광명동 101-6번지 지하,423764,37.4821509,126.8553711,,187142.113892661,442237.921189841,당구장업,사립,N
광명시,여왕 당구장,20030825,,03,폐업,19990805,,,,경기도 광명시 광화로 31-1  (광명동),경기도 광명시 광명동 242-6번지,423811,37.4735183,126.8475652,,186451.112837588,441278.883717769,당구장업,사립,N
광명시,미래당구클럽,20070809,,03,폐업,20080430,02)865-6448,,,"경기도 광명시 도덕공원로 23,  403,404호 (철산동,서빈빌딩)","경기도 광명시 철산동 509-267번지 서빈빌딩 403,404호",423836,37.4712699,126.8653744,,188025.300048557,441027.485348438,당구장업,사립,N
광명시,챔프당구클럽,20090506,,03,폐업,20200507,02-2685-9586,,14240,경기도 광명시 오리로856번길 20 (철산동),경기도 광명시 철산동 400번지 강동빌딩 4층 ,423837,37.4752733042,126.8690206006,,188344.566544834    ,441462.321352526    ,당구장업,사립,
광명시,스페이스 당구장,20090629,,03,폐업,20190924,02-897-1089,,14313,경기도 광명시 하안로 200 (소하동),경기도 광명시 소하동 55-63번지 스페이스 타워 6층 ,423821,37.4549305852,126.8865955783,,189901.707455962    ,439213.209570445    ,당구장업,사립,
광명시,한빛 당구클럽,20030922,,03,폐업,20000325,,,,경기도 광명시 광복로 66-1  (철산동),경기도 광명시 철산동 56-10번지,423829,37.4897678,126.8657588,,188062.967517849,443080.369710177,당구장업,사립,N
광명시,대박당구클럽,20090224,,03,폐업,20181228,,,14219,경기도 광명시 광명로 930 (광명동),경기도 광명시 광명동 102-13번지 3층 ,423806,37.4816017,126.8557340,,187173.985826644    ,442174.53429112     ,당구장업,사립,
광명시,허슬러당구장,20080731,,03,폐업,20120309,,,423812,경기도 광명시 광명로 861 (광명동),경기도 광명시 광명동 294-2번지 2층,423812,37.4761017,126.8526019,,186897.279835073,441566.158214333,당구장업,사립,
광명시,가림 당구장,20030825,,03,폐업,19990730,,,,"경기도 광명시 오리로 1013  (광명동,3층)",경기도 광명시 광명동 158-1417번지 3층,423858,37.4802077,126.8506491,,186726.210079268,442020.762658905,당구장업,사립,N
광명시,YAK 당구장,20030915,,03,폐업,19991020,,,,,경기도 광명시 철산동 상업지역 402 삼광빌딩 5층,423030,37.4837385,126.8643905,,,,당구장업,사립,N
광명시,허리우드 당구장,20030922,,03,폐업,20050307,02-899-3959,,,"경기도 광명시 오리로 649  (하안동,3층)",경기도 광명시 하안동 305-3번지 3층,423851,37.4590203,126.8770159,,189053.252990255,439667.10308082,당구장업,사립,N
광명시,허리우드 당구장,20030827,,03,폐업,19950513,2617-4485,,,,경기도 광명시 철산동 상업지구 1-45,423030,37.4924201,126.8686940,,,,당구장업,사립,N
광명시,희 당구장,20030828,,03,폐업,20000821,,,,"경기도 광명시 새터로 58  (광명동,지하1호)",경기도 광명시 광명동 304-100번지 지하1호,423804,37.4732119,126.8545408,,187062.456634795,441225.484163762,당구장업,사립,N
광명시,수연 당구장,20070622,,03,폐업,20110520,02)898-5879,,,"경기도 광명시 범안로 992  (하안동,홍우빌딩 지하1층)",경기도 광명시 하안동 301-4번지 홍우빌딩 지하1층,423851,37.4590986,126.8744614,,188828.332821133,439677.479170813,당구장업,사립,N
광명시,미성당구장,20090313,,03,폐업,20180406,070-7613-0707,,14274,경기도 광명시 광명로 822 (광명동),경기도 광명시 광명동 339-15번지 3층,423814,37.4724871,126.8513770,,186788.711176587,441166.419847613,당구장업,사립,
광명시,쑈당구장,20030922,,03,폐업,20190116,,,14222,"경기도 광명시 시청로 9, 신화빌딩 3층 (철산동)",경기도 광명시 철산동 463-20번지 신화빌딩 ,14222,37.4777365,126.8631806,,187833.218600686    ,441745.307596099    ,당구장업,사립,
광명시,에이스 당구클럽,20120531,,03,폐업,20140410,,,423050,"경기도 광명시 하안로 108, 3층 (소하동, 에이스광명타워 318, 319호)","경기도 광명시 소하동 1365번지 318, 319호",423050,37.4478901,126.8921891,,190392.971378458,438406.452135315,당구장업,사립,
광명시,남도 당구장,20030922,,03,폐업,20070228,2612-5685,,,"경기도 광명시 도덕로 32  (광명동,2층)",경기도 광명시 광명동 738-2번지 2층,423819,37.4680993,126.8514084,,186789.779498833,440677.487388503,당구장업,사립,N
광명시,스타 당구장,20030922,,03,폐업,20010126,,,,,경기도 광명시 광명동 57-6번지,423803,37.4838194,126.8567359,,187264.931557658,442421.525311256,당구장업,사립,N
광명시,승승 당구클럽,20101123,,03,폐업,20190808,02-2613-9217,,14273,경기도 광명시 광명로832번길 9 (광명동),경기도 광명시 광명동 337-34번지 2층 ,423010,37.4731825415,126.8526304445,,186909.995534574    ,441236.181993836    ,당구장업,사립,
광명시,작은말 당구장,20120221,,03,폐업,20150708,899-2270,,423826,"경기도 광명시 기아로 15, 4층 (소하동)",경기도 광명시 소하동 1236번지,423826,37.4365448,126.8813133,,189431.228751202,437171.896311649,당구장업,사립,
광명시,x-당구장,20050525,,03,폐업,20051104,2611-7073,,,"경기도 광명시 새터로 58  (광명동,광명빌딩지하1층)",경기도 광명시 광명동 304-100번지 광명빌딩지하1층,423804,37.4732119,126.8545408,,187062.456634795,441225.484163762,당구장업,사립,N
광명시,현 당구장,20030828,,03,폐업,19990222,,,,"경기도 광명시 광명로832번길 30  (광명동,지하)",경기도 광명시 광명동 305-50번지 지하,423764,37.4723471,126.8546217,,187076.069664206,441148.839552845,당구장업,사립,N
광명시,킹 당구장,20030827,,03,폐업,19971113,,,,,경기도 광명시 하안동 상업용지 4-5(4층),423060,37.4610032,126.8694735,,,,당구장업,사립,N
광명시,보스당구클럽,20111201,,03,폐업,20180420,,,14240,경기도 광명시 철산로30번길 14 (철산동),경기도 광명시 철산동 436번지 3층,423837,37.4750140,126.8697086,,188408.982889749,441443.516646024,당구장업,사립,
광명시,금광 당구크럽,20030828,,03,폐업,20060424,2614-3879,,,"경기도 광명시 도덕로 12  (광명동,3층)",경기도 광명시 광명동 747-4번지 3층,423819,37.4674838,126.8492054,,186595.861319975,440609.368236099,당구장업,사립,N
광명시,원 당구장,20030828,,03,폐업,20000501,,,,경기도 광명시 광명로831번길 15  (광명동),경기도 광명시 광명동 348-38번지,423816,37.4737915,126.8497917,,186646.856879891,441309.972065976,당구장업,사립,N
광명시,천 당구장,20030828,,03,폐업,19970707,,,,경기도 광명시 광명로832번길 9  (광명동),경기도 광명시 광명동 337-33번지,423814,37.4731825,126.8526304,,186899.078448938,441240.729103456,당구장업,사립,N
광명시,태화 당구장,20030902,,03,폐업,20010502,,,,"경기도 광명시 충현로4번길 10  (소하동,동곡빌딩 지1층)",경기도 광명시 소하동 1243-4번지 동곡빌딩 지1층,423826,37.4352733,126.8802872,,189339.34401931,437030.930671348,당구장업,사립,N
광명시,리더스당구클럽,20080111,,03,폐업,20100813,02)898-3949,,,"경기도 광명시 안재로10번길 21,  지층1호 (하안동)",경기도 광명시 하안동 601-10번지 지층1호,423844,37.4603231,126.8737020,,188761.517909145,439811.262511916,당구장업,사립,N
광명시,미스터빅 당구장,20030829,,03,폐업,19990630,,,,"경기도 광명시 오리로854번길 16-7  (철산동,승화빌딩 4층)",경기도 광명시 철산동 429번지 승화빌딩 4층,423837,37.4746799,126.8690648,,188352.792242069,441406.191565043,당구장업,사립,N
광명시,화랑 당구장,20030825,,03,폐업,20180420,2612-7104,,14209,경기도 광명시 광복로 60 (철산동),경기도 광명시 철산동 56-14번지,423829,37.4894608,126.8652392,,188015.860708844,443046.804808549,당구장업,사립,
광명시,돌돌 당구장,20030902,,03,폐업,20010602,,,,"경기도 광명시 오리로854번길 16-10  (철산동,지하1층)",경기도 광명시 철산동 422번지 지하1층,423837,37.4744002,126.8687375,,188324.664342057,441375.371593597,당구장업,사립,N
광명시,오승 당구장,20030827,,03,폐업,20031115,02-897-4485,,,"경기도 광명시 기아로 14  (소하동,오승빌딩 지층2호)",경기도 광명시 소하동 1241-4번지 오승빌딩 지층2호,423826,37.4362112,126.8811218,,189414.129088295,437134.241508741,당구장업,사립,N
광명시,공간 당구장,20030828,,03,폐업,19970429,,,,경기도 광명시 금하로 534  (소하동),경기도 광명시 소하동 35-9번지,423821,37.4511060,126.8914837,,190332.377616791,438786.742552259,당구장업,사립,N
광명시,GG당구클럽,20040702,,03,폐업,20100524,,,,"경기도 광명시 오리로854번길 12,  402호 (철산동,도곡세인트)",경기도 광명시 철산동 420번지 도곡세인트 402호,423837,37.4745979,126.8683188,,188286.632978879,441397.638937128,당구장업,사립,N
광명시,아지트당구장,20151007,,03,폐업,20180420,,,14273,"경기도 광명시 광명로848번길 4, 2층 (광명동)",경기도 광명시 광명동 290-66번지 2층,14273,37.4746241,126.8526501,,186900.587463683,441401.445326955,당구장업,사립,
광명시,준 당구장,20030828,,03,폐업,20161229,2614-4414,,14219,경기도 광명시 광명로952번길 6 (광명동),경기도 광명시 광명동 91-14번지 2층,423806,37.4833241,126.8569065,,187277.389579554,442365.000488167,당구장업,사립,
광명시,GG 당구장,20030922,,03,폐업,20131230,,,423851,경기도 광명시 범안로 1002 (하안동),경기도 광명시 하안동 302-2번지 402호,423851,37.4596310,126.8752290,,188895.953807023,439733.258213228,당구장업,사립,
광명시,퍼펙트 당구장,20030922,,03,폐업,20140217,02-895-5146,,423848,경기도 광명시 하안로287번길 5 (하안동),경기도 광명시 하안동 52-5번지 4층,423848,37.4610147,126.8800643,,189324.928509081,439887.169097907,당구장업,사립,
광명시,유비포티 당구장,20030828,,03,폐업,20010519,,,,"경기도 광명시 디지털로33번길 23  (철산동,다모아빌딩 지하1호)",경기도 광명시 철산동 394번지 다모아빌딩 지하1호,423837,37.4758523,126.8700689,,188441.677730211,441535.737558289,당구장업,사립,N
광명시,샛별당구장,20101019,,03,폐업,20120706,070-8621-9800,,423844,경기도 광명시 안재로14번길 23 (하안동),경기도 광명시 하안동 598-14번지 지층,423844,37.4607376,126.8737013,,188761.999456017,439859.742679172,당구장업,사립,
광명시,골드당구클럽,20180213,,03,폐업,20201020,02-2060-1178,,14237,경기도 광명시 오리로856번길 7 (철산동),경기도 광명시 철산동 265 ,14237,37.4752301782,126.8676977432,,188227.650563897    ,441457.071664145    ,당구장업,사립,
광명시,한양 당구장,20030825,,03,폐업,20161020,2614-7543,,14285,경기도 광명시 오리로 1023 (광명동),경기도 광명시 광명동 158-923번지 2층,423858,37.4804589,126.8497668,,186631.162513067,442055.481509933,당구장업,사립,
광명시,드림 당구장,20070601,,03,폐업,20120113,,,423858,경기도 광명시 광명로 890 (광명동),경기도 광명시 광명동 158-520번지 대명빌딩3층,423858,37.4782661,126.8542030,,187038.164729404,441804.582952969,당구장업,사립,
광명시,국제식 대대 당구클럽,20161026,,03,폐업,20200630,02-898-3935,,14306,"경기도 광명시 범안로 1056, 골든힐쇼핑센타 7층 701호 (하안동)",경기도 광명시 하안동 53-1 골든힐쇼핑센타 ,14306,37.4624342796,126.8802439275,,189335.758590182    ,440036.810997189    ,당구장업,사립,
광명시,토토당구클럽,20170802,,03,폐업,20190212,,,14240,"경기도 광명시 오리로854번길 6 (철산동, 철화빌딩)",경기도 광명시 철산동 415번지 ,14240,37.4744349,126.8675391,,188218.900026792    ,441379.624459099    ,당구장업,사립,
광명시,하나 당구장,20030918,,03,폐업,19991027,,,,"경기도 광명시 오리로949번길 17  (광명동,2층)",경기도 광명시 광명동 158-449번지 2층,423858,37.4768188,126.8568174,,187269.967524349,441643.821390843,당구장업,사립,N
광명시,경재 당구장,20030827,,03,폐업,20161229,2684-2268,,14203,경기도 광명시 오리로 1004 (광명동),경기도 광명시 광명동 158-219번지,423807,37.4803173,126.8517682,,186824.077667971,442032.971506601,당구장업,사립,
광명시,짱 당구장,20030918,,03,폐업,20010210,,,,"경기도 광명시 광명로 931  (광명동,2층)",경기도 광명시 광명동 101-7번지 2층,423806,37.4820156,126.8552922,,187136.113715758,442221.328505919,당구장업,사립,N
광명시,명성 당구장,20030828,,03,폐업,20000228,,,,"경기도 광명시 새터로12번길 19  (광명동,3층)",경기도 광명시 광명동 722번지 3층,423815,37.4700398,126.8540384,,187024.212997328,440893.472117033,당구장업,사립,N
광명시,서울 당구장,20030825,,03,폐업,19990419,,,,경기도 광명시 광복로 66-1  (철산동),경기도 광명시 철산동 56-10번지,423829,37.4897678,126.8657588,,188062.967517849,443080.369710177,당구장업,사립,N
광명시,홍백 당구장,20030828,,03,폐업,20040831,2611-5162,,,"경기도 광명시 오리로 857  (철산동,203호)",경기도 광명시 철산동 484-5번지 203호,423839,37.4748207,126.8661818,,188097.709731146,441420.597094758,당구장업,사립,N
광명시,정 당구장,20030827,,03,폐업,20161229,,,14295,경기도 광명시 광화로 23 (광명동),경기도 광명시 광명동 352-38번지 2층,423817,37.4732402,126.8484588,,186528.86063538,441247.273171999,당구장업,사립,
광명시,명지당구장,20061116,,03,폐업,20070802,899-4748,,,"경기도 광명시 기아로 10  (소하동,명지빌딩 2층)",경기도 광명시 소하동 1241-2번지 명지빌딩 2층,423826,37.4362468,126.8806811,,189375.507860385,437137.853467483,당구장업,사립,N
광명시,석 당구장,20030827,,03,폐업,19951221,,,,경기도 광명시 광명로 825  (광명동),경기도 광명시 광명동 346-48번지,423816,37.4730454,126.8510932,,186763.719438682,441227.567224999,당구장업,사립,N
광명시,에이스 당구장,20030922,,03,폐업,20161229,2688-6259,,14201,경기도 광명시 광명로 937 (광명동),경기도 광명시 광명동 101-4번지 3층,423806,37.4823762,126.8554611,,187150.455708463,442261.032932742,당구장업,사립,
광명시,가람 당구클럽,20130625,,03,폐업,20140415,,,423803,"경기도 광명시 광명로 961, 3층 (광명동)",경기도 광명시 광명동 51-7번지 3층,423803,37.4844046,126.8563504,,187228.417708686,442485.789530927,당구장업,사립,
광명시,구슬치기 당구장,20030902,,03,폐업,20011109,,,,"경기도 광명시 오리로 383  (소하동,소하빌딩 4층)",경기도 광명시 소하동 913-4번지 소하빌딩 4층,423825,37.4366328,126.8792906,,189252.320052539,437182.536288364,당구장업,사립,N
광명시,오스카당구클럽,20120702,,03,폐업,20190723,,,14209,"경기도 광명시 광복로 62, 5층 (철산동)",경기도 광명시 철산동 56-13번지 5층 ,423829,37.4895420,126.8653409,,188027.269225853    ,443055.111378155    ,당구장업,사립,
광명시,고바우 당구클럽,20070529,,03,폐업,20130904,2611-8067,,423800,경기도 광명시 사성로 15-1 (광명동),경기도 광명시 광명동 12-22번지,423800,37.4855973,126.8591747,,187479.167430546,442619.183296743,당구장업,사립,
광명시,명동 당구장,20030825,,03,폐업,19991231,02-893-3589,,,,경기도 광명시 하안동 상업지구 3-10,423060,37.4610032,126.8694735,,,,당구장업,사립,N
광명시,두리 당구장,20030922,,03,폐업,20020617,,,,"경기도 광명시 새터로121번길 8  (광명동,2층)",경기도 광명시 광명동 158-381번지 2층,423858,37.4780989,126.8574028,,187321.848361121,441786.859360265,당구장업,사립,N
광명시,MY Q 당구클럽,20051020,,03,폐업,20091021,2625-2977,,,"경기도 광명시 오리로854번길 24  (철산동,대현빌딩4층)",경기도 광명시 철산동 432번지 대현빌딩4층,423837,37.4747613,126.8693699,,188379.287572173,441415.648437177,당구장업,사립,N
광명시,대흥당구장,20091127,,03,폐업,20180420,,,14273,경기도 광명시 광명로848번길 4 (광명동),경기도 광명시 광명동 290-66번지 2층,423017,37.4746241,126.8526501,,186900.587463683,441401.445326955,당구장업,사립,
광명시,두리 당구장,20030918,,03,폐업,20010412,,,,"경기도 광명시 범안로 992  (하안동,홍우빌딩 201, 202호)","경기도 광명시 하안동 301-4번지 홍우빌딩 201, 202호",423851,37.4590986,126.8744614,,188828.332821133,439677.479170813,당구장업,사립,N
광명시,황금볼 당구장,20030828,,03,폐업,19960711,,,,"경기도 광명시 광복로 24  (철산동,3층)",경기도 광명시 철산동 56-140번지 3층,423829,37.4871778,126.8622584,,187753.739687811,442793.501560722,당구장업,사립,N
광명시,그린 당구장,20030825,,03,폐업,20060816,2681-8092,,,경기도 광명시 오리로963번길 12 564호 (광명동),"경기도 광명시 광명동 158번지 563, 564호",423807,37.4778802,126.8554021,,,,당구장업,사립,N
광명시,투데이 당구장,20030825,,03,폐업,20000712,,,,경기도 광명시 광명로 888  (광명동),경기도 광명시 광명동 158-521번지,423858,37.4781578,126.8540449,,187024.740158496,441792.296448526,당구장업,사립,N
광명시,정당구장,20061212,,03,폐업,20100512,02-3666-0808,,,"경기도 광명시 오리로 965  (광명동,3층)",경기도 광명시 광명동 158-501번지 3층,423858,37.4786555,126.8557398,,187175.564754084,441848.362361457,당구장업,사립,N
광명시,코코 당구장,20030902,,03,폐업,19990506,,,,"경기도 광명시 오리로854번길 8  (철산동,다산켄츠 501호)",경기도 광명시 철산동 416번지 다산켄츠 501호,423837,37.4745164,126.8679572,,188253.639725189,441388.920876166,당구장업,사립,N
광명시,현성 당구장,20030922,,03,폐업,20040729,02-803-3366,,,"경기도 광명시 금하로527번길 9  (소하동,3층)",경기도 광명시 소하동 36-9번지 3층,423821,37.4516541,126.8898667,,190190.584232595,438849.300105699,당구장업,사립,N
광명시,서울 당구장,20030827,,03,폐업,20030401,,,,경기도 광명시 사성로 61  (철산동),경기도 광명시 철산동 56-120번지,423829,37.4866211,126.8638990,,187897.224731364,442733.081569489,당구장업,사립,N
광명시,정원 당구장,20030828,,03,폐업,20000216,,,,"경기도 광명시 사성로 51  (철산동,2층)",경기도 광명시 철산동 56-151번지 2층,423829,37.4865116,126.8627346,,187794.414674796,442720.444614302,당구장업,사립,N
