시군명,사업장명,인허가일자,인허가취소일자,영업상태명,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지시설전화번호,소재지면적정보,소재지도로명주소,소재지지번주소,소재지우편번호,위도,경도,업태구분명정보,X좌표값,Y좌표값,위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총종업원수,본사종업원수,공장사무소종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모정보,전통업소지정번호,전통업소주된음식,홈페이지URL
김포시,티파니노래바,20170328,,영업/정상,영업,,,,,,154.18,"경기도 김포시 김포한강9로76번길 21, 403호 (구래동)",경기도 김포시 구래동 6883-11번지 403호,10071,37.6442710,126.6267848,룸살롱,166996.441294447    ,460287.045782366    ,룸살롱,,,기타,,상수도전용,,,,,,,,,Y,154.18,,,
김포시,팡팡노래짱,20200318,,영업/정상,영업,,,,,,157.47,"경기도 김포시 김포한강9로 83, 지오클래스 3층 302호 (구래동)",경기도 김포시 구래동 6882-13번지 지오클래스 302호,10071,37.6438224221,126.6245550121,룸살롱,166800.178744144    ,460238.304846923    ,룸살롱,,,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,157.47,,,
김포시,폭스,20080627,,영업/정상,영업,,,,,031 9966634,111.97,경기도 김포시 통진읍 서암로 61 (외2필지(지하1층)),경기도 김포시 통진읍 마송리 109-9번지 외2필지(지하1층) ,10019,37.6906747054,126.5980931999,룸살롱,164485.625368065    ,465449.248681715    ,룸살롱,,,유흥업소밀집지역,관리,상수도전용,,,,,,,,,N,111.97,,,
김포시,풀하우스 유흥주점,20020823,,영업/정상,영업,,,,,031 982 0993,142.67,경기도 김포시 월곶면 오리정로 110,경기도 김포시 월곶면 갈산리 521-20번지 ,10025,37.7027128077,126.5599147600,룸살롱,161130.867992052    ,466791.356922046    ,룸살롱,,,,,,,,,,,,,,N,142.67,,,
김포시,필코룸가요주점,19961130,,폐업,폐업,20100614,,,,031 9858955,116.00,,경기도 김포시 감정동 532-7번지 (지하1층) ,10102,37.6233801,126.6996687,룸살롱,173421.643546563    ,457946.302999638    ,룸살롱,0,0,기타,,상수도전용,,,,,,,,,N,116,,,
김포시,한강노래바,20140523,,영업/정상,영업,,,,,031 938 8254,92.86,"경기도 김포시 김포한강11로 288-27, 3층 307호 (운양동, 한강프라자)",경기도 김포시 운양동 1297-12 한강프라자 307호,10073,37.6547810643,126.6833513683,룸살롱,172006              ,461428              ,룸살롱,,,기타,,상수도전용,,,,,,,,,N,92.86,,,
김포시,한강노래바,20140619,,폐업,폐업,20140619,,,,031 9388254,92.86,경기도 김포시 김포한강11로 288-27 (운양동),경기도 김포시 운양동 1297-12번지 ,10073,37.6547088,126.6833817,기타,172006              ,461428              ,기타,1,,기타,관리,상수도전용,,,,,,,,,N,92.86,,,
김포시,핫타임,20170718,,영업/정상,영업,,,,,,145.85,"경기도 김포시 김포한강9로 80, 다온프라자동 3층 309호 (구래동)",경기도 김포시 구래동 6883-8번지 다온프라자 309호,10071,37.6441407006,126.6260787927,룸살롱,166928.339812519    ,460277.295825779    ,룸살롱,,,,,상수도전용,,,,,,,,,Y,145.85,,,
김포시,해운대노래짱,20191203,,영업/정상,영업,,,,,,169.86,"경기도 김포시 김포한강9로75번길 50, 나래월드 3층 301호 (구래동)",경기도 김포시 구래동 6881-15 나래월드3층 301호,10071,37.6434503156,126.6229244531,룸살롱,166650.150951334    ,460201.288088868    ,룸살롱,,,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,169.86,,,
김포시,헤라노래클럽,20181127,,영업/정상,영업,,,,,,83.60,"경기도 김포시 김포한강9로 83, 지오클래스 4층 404호 (구래동)",경기도 김포시 구래동 6882-13번지 지오클래스 404호,10071,37.6438224221,126.6245550121,룸살롱,166800.178744144    ,460238.304846923    ,룸살롱,,3,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,83.6,,,
김포시,호기심노래바,20190605,,영업/정상,영업,,,,,,99.84,"경기도 김포시 김포한강9로 80, 다온프라자 607호 (구래동)",경기도 김포시 구래동 6883-8번지 다온프라자 607호,10071,37.6441874,126.6260034,룸살롱,166928.339812519    ,460277.295825779    ,룸살롱,,2,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,99.84,,,
김포시,호랑나비,19831123,,폐업,폐업,20030317,,,,031 9870996,19.00,경기도 김포시 통진읍 서암로84번길 12 (서암리),경기도 김포시 통진읍 서암리 726-9번지 ,10018,37.6919037,126.5991976,카바레,164583.705037961    ,465582.715394903    ,카바레,0,0,유흥업소밀집지역,,상수도전용,,,,,,,,,N,19,,,
김포시,홈타운,19850710,,영업/정상,영업,,,,,9844893,125.00,경기도 김포시 북변로 17 (북변동),경기도 김포시 북변동 299-12번지 ,10098,37.6284951,126.7093562,룸살롱,174278.964240083    ,458510.481478908    ,룸살롱,0,0,,,,,,,,,,,,Y,125,,,
김포시,홍콩노래빠,20190919,,영업/정상,영업,,,,,,115.10,"경기도 김포시 통진읍 김포대로2230번길 21-10, 나동동 2층",경기도 김포시 통진읍 마송리 105-17번지 2층 나동 ,10018,37.6910640147,126.5986589365,룸살롱,164539.131792238    ,465479.76423827     ,룸살롱,,,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,115.1,,,
김포시,화이트노래짱,20180626,,영업/정상,영업,,,,,,190.21,"경기도 김포시 김포한강9로76번길 21, 애플상가 305호 (구래동)",경기도 김포시 구래동 6883-11번지 애플상가 305호,10071,37.6441537,126.6267514,룸살롱,166996.441294447    ,460287.045782366    ,룸살롱,,,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,190.21,,,
김포시,황궁,19970714,,폐업,폐업,20071022,,,,031 9895287,93.00,경기도 김포시 통진읍 서암로84번길 1-9 (서암리),경기도 김포시 통진읍 서암리 758-9번지 ,10018,37.6925991,126.5996700,룸살롱,164627.298455136    ,465660.244426212    ,룸살롱,0,0,유흥업소밀집지역,,상수도전용,,,,,,,,,N,93,,,
김포시,황궁노래클럽,20071122,,영업/정상,영업,,,,,031 983 9358,92.65,경기도 김포시 통진읍 서암로84번길 1-9 ((지하1층)),경기도 김포시 통진읍 서암리 758-9번지 (지하1층) ,10018,37.6925991479,126.5996700469,룸살롱,164627.298455136    ,465660.244426212    ,룸살롱,,,기타,,상수도전용,,,,,,,,,Y,92.65,,,
김포시,황소노래클럽,19881031,,폐업,폐업,20140814,,,,031 9886124,219.00,경기도 김포시 양촌읍 양곡1로 43,경기도 김포시 양촌읍 양곡리 415-1번지 ,10059,37.6544053,126.6235041,룸살롱,166710.696176698    ,461412.723696387    ,룸살롱,,,,,,,,,,,,,,N,219,,,
김포시,황진이,20011009,,폐업,폐업,20030624,,,,9875743,98.80,경기도 김포시 월곶면 오리정로 113 (갈산리),경기도 김포시 월곶면 갈산리 521-2번지 ,10025,37.7028721,126.5600623,룸살롱,161139.222068208    ,466816.201830406    ,룸살롱,0,0,,,상수도전용,,,,,,,,,N,98.8,,,
김포시,황진이,19891208,,영업/정상,영업,,,,,031 9897010,78.00,경기도 김포시 통진읍 김포대로2244번길 36,경기도 김포시 통진읍 마송리 110-3번지 ,10019,37.6915390,126.5979184,룸살롱,164471.803377785    ,465543.732201896    ,룸살롱,0,0,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,78,,,
김포시,황진이,20001122,,영업/정상,영업,,,,,031 9985508,260.00,경기도 김포시 중구로 75 (북변동),경기도 김포시 북변동 380-6번지 ,10098,37.6270490,126.7111630,룸살롱,174437.729141105    ,458349.292442511    ,룸살롱,,,,,,,,,,,,,,Y,260,,,
김포시,힐링노래바,20171113,,영업/정상,영업,,,,,,92.38,"경기도 김포시 김포한강9로75번길 190, 402호 (구래동)",경기도 김포시 구래동 6882-5번지 이너매스한강 402호,10071,37.6449590,126.6250024,룸살롱,166838.78           ,460363.05           ,룸살롱,,,유흥업소밀집지역,,,,,,,,,,,Y,92.38,,,
남양주시,CC클럽,20160112,,영업/정상,영업,,,,,,135.35,"경기도 남양주시 진접읍 해밀예당1로 30-15, 4층 405호 (버킷플렉스)",경기도 남양주시 진접읍 금곡리 1081-5번지 버킷플렉스 405호,12066,37.7114071,127.1870345,룸살롱,216428.290767871    ,467686.718796029    ,룸살롱,,,기타,,상수도전용,,,,,,,,,Y,135.35,,,
남양주시,U턴,20010522,,영업/정상,영업,,,,,031 5931377,21.60,경기도 남양주시 화도읍 경춘로 1969-9,경기도 남양주시 화도읍 마석우리 267-7번지 ,12180,37.6513892,127.3069115,기타,227019.344850157    ,461054.248039145    ,기타,,,,,,,,,,,,,,N,21.6,,,
남양주시,가베나인룸스탠드,19861217,,폐업,폐업,19980706,,,,,107.22,,경기도 남양주시 와부읍 덕소리 474-8번지 ,12209,37.5859770,127.2123689,룸살롱,218692.711165074    ,453770.752238251    ,룸살롱,0,0,기타,,상수도전용,,,,,,,,,N,107.22,,,
남양주시,구리가요장,20161221,,영업/정상,영업,,,,,,120.84,"경기도 남양주시 진접읍 해밀예당1로 50-38 (동구햇살프라자,303호,304호)","경기도 남양주시 진접읍 금곡리 1082-6번지 동구햇살프라자,303호,304호 ",12066,37.7121268,127.1877281,룸살롱,216488.016717952    ,467767.939611937    ,룸살롱,,,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,120.84,,,
남양주시,국빈가요장,20090916,,영업/정상,영업,,,,,,95.95,"경기도 남양주시 늘을2로 26 (호평동,메인시네마타워 303-2)",경기도 남양주시 호평동 640번지 메인시네마타워 303-2 ,12150,37.6550032,127.2440210,룸살롱,221468.586010805    ,461438.064834388    ,룸살롱,,,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,95.95,,,
남양주시,궁 술마시는노래장,20161104,,영업/정상,영업,,,,,,92.69,"경기도 남양주시 진접읍 해밀예당1로 30-15, 502,503호 (버킷플렉스)","경기도 남양주시 진접읍 금곡리 1081-5번지 버킷플렉스502,503호 ",12066,37.7114071,127.1870345,룸살롱,216428.290767871    ,467686.718796029    ,룸살롱,,,유흥업소밀집지역,,상수도전용,,,,,,,,,N,92.69,,,
남양주시,궁가요장,20130917,,영업/정상,영업,,,,,,115.00,"경기도 남양주시 늘을2로14번길 3, 지1층 비01호 (호평동, 에이스프라자)",경기도 남양주시 호평동 641번지 에이스프라자 지1호,12150,37.6540301,127.2440518,룸살롱,221472.207766357    ,461330.825184568    ,룸살롱,,,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,115,,,
남양주시,궁전,19991201,,영업/정상,영업,,,,,031 5771516,125.50,경기도 남양주시 와부읍 덕소로 116,경기도 남양주시 와부읍 덕소리 540-5번지 ,12215,37.5839236,127.2119216,기타,218653.770241823    ,453542.350646932    ,기타,,,,,,,,,,,,,,N,125.5,,,
남양주시,궁전가요장,20000803,,영업/정상,영업,,,,,031 5277333,115.46,경기도 남양주시 진접읍 광릉내로 72,경기도 남양주시 진접읍 팔야리 787-1번지 ,12019,37.7444924,127.2023653,기타,217770.79632975     ,471361.770248205    ,기타,0,0,기타,,상수도전용,,,,,,,,,N,115.46,,,
남양주시,글래머가요장,20190308,,영업/정상,영업,,,,,,60.70,"경기도 남양주시 화도읍 경춘로 1969-9, 2층 일부",경기도 남양주시 화도읍 마석우리 267-7번지 2층 일부 ,12180,37.6513892,127.3069115,노래클럽,227019.344850157    ,461054.248039145    ,노래클럽,,,,,상수도전용,,,,,,,,,Y,60.7,,,
남양주시,금메달,20030108,,영업/정상,영업,,,,,5724960,49.80,경기도 남양주시 진접읍 장현천로 25,경기도 남양주시 진접읍 장현리 350-4번지 ,12013,37.7185750,127.1836383,간이주점,216128.189341278    ,468484.415792439    ,간이주점,0,2,유흥업소밀집지역,,상수도전용,,,,,,,,,N,49.8,,,
남양주시,금비노래클럽,20170331,,영업/정상,영업,,,,,,129.00,"경기도 남양주시 진접읍 해밀예당1로 50-38, 3층 301302호",경기도 남양주시 진접읍 금곡리 1082-6번지 ,12066,37.7121268,127.1877281,룸살롱,216488.016717952    ,467767.939611937    ,룸살롱,,,,,,,,,,,,,,N,129,,,
남양주시,김장관,20070116,,폐업,폐업,20091116,,,,,346.00,"경기도 남양주시 늘을2로14번길 3 1001호 (호평동,에이스프라자)",경기도 남양주시 호평동 641번지 에이스프라자1001호 ,12150,37.6540301,127.2440518,룸살롱,221472.207766357    ,461330.825184568    ,룸살롱,,,,,상수도전용,,,,,,,,,N,346,,,
남양주시,까치,20090930,,영업/정상,영업,,,,,031 565 3260,32.00,"경기도 남양주시 화도읍 경춘로 1969-9 (가동 21,22호)","경기도 남양주시 화도읍 마석우리 267-7번지 가동 21,22호 ",12180,37.6513892,127.3069115,간이주점,227019.344850157    ,461054.248039145    ,간이주점,1,1,,,,,,,,,,,,N,32,,,
남양주시,노래하는 클럽,20200512,,영업/정상,영업,,,,,,96.38,"경기도 남양주시 다산중앙로123번길 7-26, 한강프라자 주건축물 제1동 9층 903호 (다산동)",경기도 남양주시 다산동 6087번지 ,12248,37.6231865382,127.1521268497,노래클럽,,,노래클럽,,,,,,,,,,,,,,Y,96.38,,,
남양주시,노블노래장,20190513,,영업/정상,영업,,,,,,72.68,"경기도 남양주시 다산중앙로123번길 13, 제이타워 5층 503호 (다산동)",경기도 남양주시 다산동 6086번지 제이타워 5층 503호,12248,37.6235404,127.1519516,노래클럽,,,노래클럽,1,,기타,,상수도전용,,,,,,,,,Y,72.68,,,
남양주시,뉴백악관,19960920,,폐업,폐업,19961122,,,,,145.00,경기도 남양주시 화도읍 경춘로 2483 (구암리),경기도 남양주시 화도읍 구암리 473-7번지 ,12192,37.6641650,127.3613989,기타,231823.547578328    ,462490.189940927    ,기타,0,0,기타,,지하수전용,,,,,,,,,N,145,,,
남양주시,뉴스,20140626,,영업/정상,영업,,,,,,95.68,경기도 남양주시 진접읍 해밀예당1로 50-47 (리첸타워 304호),경기도 남양주시 진접읍 금곡리 1083-4번지 리첸타워 304호 ,12066,37.7114330,127.1877831,룸살롱,216493.07691914     ,467690.825592483    ,룸살롱,1,,유흥업소밀집지역,기타,상수도전용,,,,,,,,,Y,95.68,,,
남양주시,뉴싸이노래타운,20111205,,폐업,폐업,20150922,,,,,125.62,"경기도 남양주시 늘을2로14번길 3, 1002호 (호평동, 에이스프라자)",경기도 남양주시 호평동 641번지 에이스프라자 1002호,12150,37.6540301,127.2440518,룸살롱,221472.207766357    ,461330.825184568    ,룸살롱,,,유흥업소밀집지역,,상수도전용,,,,,,,,,N,125.62,,,
남양주시,뉴엣지,20061220,,영업/정상,영업,,,,,,72.96,"경기도 남양주시 늘을1로16번길 29 (호평동,늘봄타워902,903호)","경기도 남양주시 호평동 638-1번지 늘봄타워902,903호 ",12149,37.6540046,127.2432812,룸살롱,221404.003862789    ,461328.144929993    ,룸살롱,0,0,기타,,상수도전용,,,,,,,,,Y,72.96,,,
남양주시,도라도라가요장,20011126,,폐업,폐업,20191210,,,,031 575 0533,153.12,경기도 남양주시 오남읍 팔현로175번길 106,경기도 남양주시 오남읍 팔현리 164번지 ,12038,37.6932968891,127.2427163732,룸살롱,221343.152884485    ,465688.553343824    ,룸살롱,2,2,기타,,지하수전용,,,,,,,,,N,153.12,,,
남양주시,도화촌,20020207,,영업/정상,영업,,,,,5723459,40.20,경기도 남양주시 진접읍 장현천로 25,경기도 남양주시 진접읍 장현리 350-4번지 ,12013,37.7185750,127.1836383,간이주점,216128.189341278    ,468484.415792439    ,간이주점,0,2,학교정화(상대),,상수도전용,,,,,,,,,N,40.2,,,
남양주시,따블,20040915,,영업/정상,영업,,,,,031 5944542,17.98,경기도 남양주시 화도읍 경춘로 1972,경기도 남양주시 화도읍 마석우리 267-6번지 ,12182,37.6505603,127.3068854,간이주점,227024.697672317    ,460950.302288595    ,간이주점,0,0,기타,,상수도전용,,,,,,,,,N,17.98,,,
남양주시,뚱땡이뮤직타운,20000726,,영업/정상,영업,,,,,031 594 4755,332.90,경기도 남양주시 화도읍 경춘로 1969-8,경기도 남양주시 화도읍 마석우리 265-3번지 ,12180,37.6513888,127.3070701,룸살롱,227038.617740882    ,461052.544915491    ,룸살롱,,,,,,,,,,,,,,N,332.9,,,
남양주시,라온노래장,20190521,,영업/정상,영업,,,,,,101.92,"경기도 남양주시 다산중앙로123번길 13, 제이타워 502호 (다산동)",경기도 남양주시 다산동 6086번지 ,12248,37.6235404,127.1519516,노래클럽,,,노래클럽,,,아파트지역,,상수도전용,,,,,,,,,Y,101.92,,,
남양주시,라이브 별밤,19960808,,영업/정상,영업,,,,,031 5720695,131.84,경기도 남양주시 퇴계원읍 경춘북로 546,경기도 남양주시 퇴계원읍 퇴계원리 213-11번지 ,12126,37.6474887390,127.1442376635,기타,212659.228396983    ,460592.469142848    ,기타,0,0,기타,,상수도전용,,,,,,,,,N,131.84,,,
남양주시,런던,20101230,,폐업,폐업,20150511,,,,,81.01,경기도 남양주시 진접읍 해밀예당1로 50-47 (502호),경기도 남양주시 진접읍 금곡리 1083-4번지 502호 ,12066,37.7114330,127.1877831,룸살롱,216493.07691914     ,467690.825592483    ,룸살롱,,,,,상수도전용,,,,,,,,,N,81.01,,,
남양주시,런던007,20101229,,영업/정상,영업,,,,,,87.28,경기도 남양주시 진접읍 해밀예당1로 50-47 (502-1호),경기도 남양주시 진접읍 금곡리 1083-4번지 502-1호 ,12066,37.7115003299,127.1878385343,룸살롱,216493.07691914     ,467690.825592483    ,룸살롱,,,,,상수도전용,,,,,,,,,N,87.28,,,
남양주시,로또 노래타운,20000331,,영업/정상,영업,,,,,031 5922433,80.40,"경기도 남양주시 경춘로 965, 2층 (금곡동)",경기도 남양주시 금곡동 426-5번지 외1필지 2층 ,12237,37.6336712,127.2092286,기타,218403.307032076    ,459063.702109799    ,기타,0,0,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,80.4,,,
남양주시,로얄클럽노래장,20101222,,영업/정상,영업,,,,,031 595 9335,108.14,"경기도 남양주시 늘을2로14번길 3, 304, 305호 (호평동, 에이스프라자)","경기도 남양주시 호평동 641번지 에이스프라자 304, 305호 ",12150,37.6540301,127.2440518,룸살롱,221472.207766357    ,461330.825184568    ,룸살롱,,,,,상수도전용,,,,,,,,,Y,108.14,,,
남양주시,리바쉬관광호텔(퀸),19940930,,폐업,폐업,20200610,,,,031 8417070,59.64,,경기도 남양주시 별내면 청학리 71-3번지 ,12077,,,관광호텔나이트(디스코),,,관광호텔나이트(디스코),0,0,기타,,상수도전용,,,,,,,,,Y,59.64,,,
남양주시,리버힐룸가요주점,19840824,,폐업,폐업,20180425,,,,031 5722347,110.57,,경기도 남양주시 진접읍 장현리 238-1번지 ,,,,기타,,,기타,0,0,기타,,,,,,,,,,,N,110.57,,,
남양주시,마돈나,20070102,,폐업,폐업,20110110,,,,,106.03,"경기도 남양주시 늘을2로14번길 3 지층동 1호 (호평동,에이스프라자)",경기도 남양주시 호평동 641번지 에이스프라자 지층동 1호,12150,37.6540301,127.2440518,룸살롱,221472.207766357    ,461330.825184568    ,룸살롱,,,,,,,,,,,,,,N,106.03,,,
남양주시,마이홈,20040712,,영업/정상,영업,,,,,5944382,32.00,"경기도 남양주시 화도읍 경춘로 1969-9, 가동 1호",경기도 남양주시 화도읍 마석우리 267-7번지 가동 1호,12180,37.6513892,127.3069115,간이주점,227019.344850157    ,461054.248039145    ,간이주점,0,2,유흥업소밀집지역,,상수도전용,,,,,,,,,N,32,,,
남양주시,마징가,19960318,,폐업,폐업,20191002,,,,031 591 4020,130.40,경기도 남양주시 화도읍 경춘로 2483-1,경기도 남양주시 화도읍 구암리 470번지 ,12192,37.6638390944,127.3619300457,기타,231869.612750618    ,462453.356770575    ,기타,0,0,기타,,지하수전용,,,,,,,,,N,130.4,,,
남양주시,명월관,20021028,,영업/정상,영업,,,,,031 573 1444,193.08,경기도 남양주시 진접읍 금강로 1669,경기도 남양주시 진접읍 장현리 4-4번지 ,12002,37.7393528,127.1940015,룸살롱,217083.622717195    ,470786.022340028    ,룸살롱,,,,,,,,,,,,,,N,193.08,,,
남양주시,물망초,20020204,,영업/정상,영업,,,,,5724960,25.74,경기도 남양주시 진접읍 장현천로 25,경기도 남양주시 진접읍 장현리 350-4번지 ,12013,37.7185750,127.1836383,간이주점,216128.189341278    ,468484.415792439    ,간이주점,0,2,학교정화(상대),,상수도전용,,,,,,,,,N,25.74,,,
남양주시,바비,20000524,,영업/정상,영업,,,,,031 5775566,126.74,경기도 남양주시 와부읍 수레로1번길 3,경기도 남양주시 와부읍 덕소리 465-1번지 ,12205,37.5869505,127.2121452,기타,218673.698382675    ,453879.976907955    ,기타,,,,,,,,,,,,,,N,126.74,,,
남양주시,발리,20110623,,영업/정상,영업,,,,,,131.40,"경기도 남양주시 진접읍 해밀예당1로 50-47 (리첸타워 503호,504호)","경기도 남양주시 진접읍 금곡리 1083-4번지 리첸타워 503호,504호 ",12066,37.7114330,127.1877831,룸살롱,216493.07691914     ,467690.825592483    ,룸살롱,,,,,상수도전용,,,,,,,,,N,131.4,,,
남양주시,발리가요장,20101222,,영업/정상,영업,,,,,031 514 7723,93.24,"경기도 남양주시 늘을2로14번길 3 (호평동,에이스프라자 306, 307호)","경기도 남양주시 호평동 641번지 에이스프라자 306, 307호 ",12150,37.6540301351,127.2440518749,룸살롱,221472.207766357    ,461330.825184568    ,룸살롱,,,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,93.24,,,
남양주시,밤밤,20080707,,폐업,폐업,20151022,,,,031 511 5845,364.95,"경기도 남양주시 늘을2로14번길 3, 1003호 (호평동, 에이스프라자)",경기도 남양주시 호평동 641번지 에이스프라자 1003호,12150,37.6540301,127.2440518,스텐드바,221472.207766357    ,461330.825184568    ,스텐드바,,,,,,,,,,,,,,N,364.95,,,
남양주시,벅시,20121023,,영업/정상,영업,,,,,,149.94,"경기도 남양주시 화도읍 맷돌로 110-9, 409호 (별나라타운)",경기도 남양주시 화도읍 마석우리 392-1번지 별나라타운 409호,12175,37.6571129,127.3023565,룸살롱,226614.557551639    ,461689.023903197    ,룸살롱,,,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,149.94,,,
남양주시,벤허,20020925,,영업/정상,영업,,,,,5928272,71.55,경기도 남양주시 화도읍 경춘로 1969-20,경기도 남양주시 화도읍 마석우리 272-1번지 ,12180,37.6518388,127.3072419,룸살롱,227047.896303527    ,461102.314530701    ,룸살롱,1,3,유흥업소밀집지역,,상수도전용,,,,,,,,,N,71.55,,,
남양주시,보물섬,20080222,,영업/정상,영업,,,,,,52.30,"경기도 남양주시 늘을2로 20, 207호 (호평동, CH리베로1)",경기도 남양주시 호평동 640-2번지 CH리베로1 207호,12150,37.6544175,127.2440304,룸살롱,221470.398259335    ,461373.46837775     ,룸살롱,,,아파트지역,,상수도전용,,,,,,,,,Y,52.3,,,
남양주시,보스,20090428,,영업/정상,영업,,,,,,92.90,경기도 남양주시 금곡로 38 (금곡동),경기도 남양주시 금곡동 430-35번지 ,12237,37.6338367,127.2072805,룸살롱,218231.533850147    ,459082.110009097    ,룸살롱,,,,,,,,,,,,,,N,92.9,,,
남양주시,부킹가요장,20090923,,영업/정상,영업,,,,,031 591 1957,53.96,"경기도 남양주시 늘을2로 20, 208-1호 (호평동,CH리베로상가)",경기도 남양주시 호평동 640-2번지 CH리베로상가 208-1호,12150,37.6544175,127.2440304,룸살롱,221470.398259335    ,461373.46837775     ,룸살롱,,,,,상수도전용,,,,,,,,,Y,53.96,,,
남양주시,브이아이피,20170612,,영업/정상,영업,,,,,5279576,110.00,"경기도 남양주시 진접읍 해밀예당1로 50-38, 5층 504호",경기도 남양주시 진접읍 금곡리 1082-6번지 ,12066,37.7121268,127.1877281,룸살롱,216488.016717952    ,467767.939611937    ,룸살롱,,,유흥업소밀집지역,,상수도전용,,,,,,,,,N,110,,,
남양주시,비밀,20010511,,폐업,폐업,20200303,,,,031 5944542,36.52,경기도 남양주시 화도읍 경춘로 1969-20,경기도 남양주시 화도읍 마석우리 272-4번지 ,12180,37.6518388444,127.3072419672,기타,227057.341457316    ,461103.07516275     ,기타,0,0,기타,,상수도전용,,,,,,,,,N,36.52,,,
남양주시,비젼,20200527,,영업/정상,영업,,,,,,66.64,"경기도 남양주시 화도읍 경춘로 1969-22, 1층",경기도 남양주시 화도읍 마석우리 272-4번지 1층 ,12180,37.6519796149,127.3074382665,룸살롱,227057.341457316    ,461103.07516275     ,룸살롱,,,기타,,상수도전용,,,,,,,,,Y,66.64,,,
남양주시,비지니스클럽리버나이트,19971023,,영업/정상,영업,,,,,031 5926242,161.30,경기도 남양주시 화도읍 경춘로2647번길 7-17,경기도 남양주시 화도읍 구암리 112번지 ,12192,37.6678105,127.3712658,기타,232692.216280281    ,462897.684485543    ,기타,0,0,기타,,상수도전용,,,,,,,,,N,161.3,,,
남양주시,비키니가요장,20081211,,영업/정상,영업,,,,,0315159271,131.24,경기도 남양주시 화도읍 경춘로 1969-9,경기도 남양주시 화도읍 마석우리 267-7번지 ,12180,37.6513892,127.3069115,룸살롱,227019.344850157    ,461054.248039145    ,룸살롱,,,,,,,,,,,,,,N,131.24,,,
남양주시,뽀빠이,20101230,,영업/정상,영업,,,,,,129.13,경기도 남양주시 진접읍 해밀예당1로 50-47 (501-1호),경기도 남양주시 진접읍 금곡리 1083-4번지 501-1호 ,12066,37.7115003299,127.1878385343,룸살롱,216493.07691914     ,467690.825592483    ,룸살롱,,,,,상수도전용,,,,,,,,,N,129.13,,,
남양주시,삼신,20020601,,영업/정상,영업,,,,,031 528 0521,189.83,경기도 남양주시 진접읍 장현천로 25,경기도 남양주시 진접읍 장현리 350-4번지 ,12013,37.7185750,127.1836383,룸살롱,216128.189341278    ,468484.415792439    ,룸살롱,,,,,,,,,,,,,,N,189.83,,,
남양주시,삼신2,20011119,,영업/정상,영업,,,,,031 528 0521,178.65,경기도 남양주시 진접읍 장현천로 25,경기도 남양주시 진접읍 장현리 350-4번지 ,12013,37.7185750,127.1836383,룸살롱,216128.189341278    ,468484.415792439    ,룸살롱,,,,,,,,,,,,,,N,178.65,,,
남양주시,샛터노래하는클럽,19951216,,영업/정상,영업,,,,,031 5922891,112.16,경기도 남양주시 화도읍 북한강로 지하 1729-7,경기도 남양주시 화도읍 구암리 61-6번지 지하 ,12192,37.6610860,127.3694533,기타,232535.22177809     ,462151.058566579    ,기타,0,0,기타,,상수도전용,,,,,,,,,N,112.16,,,
남양주시,샤넬가요장,20040625,,영업/정상,영업,,,,,,92.60,경기도 남양주시 화도읍 마석중앙로 69,경기도 남양주시 화도읍 마석우리 292-21번지 ,12180,37.6523608438,127.3074594021,룸살롱,227069.235951476    ,461161.480504096    ,룸살롱,,,,,,,,,,,,,,Y,92.6,,,
남양주시,세븐,20150424,,영업/정상,영업,,,,,,137.31,"경기도 남양주시 진접읍 해밀예당1로 50-47, 3층 307,308호 (리첸타워)","경기도 남양주시 진접읍 금곡리 1083-4번지 리첸타워307호,308호 ",12066,37.7114330,127.1877831,룸살롱,216493.07691914     ,467690.825592483    ,룸살롱,,,,,,,,,,,,,,Y,137.31,,,
남양주시,센스,19990910,,폐업,폐업,20051014,,,,031 5927108,123.70,경기도 남양주시 경춘로 965 (금곡동),경기도 남양주시 금곡동 426-5번지 ,12237,37.6336712,127.2092286,기타,218403.307032076    ,459063.702109799    ,기타,0,0,유흥업소밀집지역,,상수도전용,,,,,,,,,N,123.7,,,
남양주시,술 마시는 클럽,20200512,,영업/정상,영업,,,,,,97.73,"경기도 남양주시 다산중앙로123번길 7-26, 한강프라자 주건축물제1동 9층 902호 (다산동)",경기도 남양주시 다산동 6087번지 한강프라자 주건축물제1동 9층 902호,12248,37.6231865382,127.1521268497,노래클럽,,,노래클럽,,,기타,,상수도전용,,,,,,,,,Y,97.73,,,
